"stratum","count_year","number_circles","total_count","total_obs_hours","stratum_area","circle_detection_ratio"
"US-WY-BCR-10",2004,11,60,451.5,150279,0.889
"US-WY-BCR-10",2005,10,66,518.75,148808,0.889
"US-WY-BCR-10",2006,11,55,497,150279,0.889
"US-WY-BCR-10",2007,11,43,481,150279,0.889
"US-WY-BCR-10",2008,12,73,498.25,151505,0.889
"US-WY-BCR-10",2009,10,51,494,148808,0.889
"US-WY-BCR-10",2010,10,50,441.25,148808,0.889
"US-WY-BCR-10",2011,10,58,409.5,148808,0.889
"US-WY-BCR-10",2012,9,41,452.5,147010,0.889
"US-WY-BCR-10",2013,10,66,475,148808,0.889
"US-WY-BCR-10",2014,10,70,443.75,148808,0.889
"US-WY-BCR-10",2015,9,68,442.1,147010,0.889
"US-WY-BCR-10",2016,10,98,540.75,148808,0.889
"US-WY-BCR-10",2017,10,33,463.5,148808,0.889
"US-WY-BCR-10",2018,9,54,468.3,164991,0.889
"US-WY-BCR-10",2019,10,45,359.75,148808,0.889
"US-WY-BCR-10",2020,10,59,433.3,148808,0.889
"US-WY-BCR-10",2021,10,69,415.5,148808,0.889
"US-WY-BCR-17",1966,1,0,29,64440,0.6
"US-WY-BCR-17",1967,1,1,42,64440,0.6
"US-WY-BCR-17",1968,1,0,36,64440,0.6
"US-WY-BCR-17",1969,1,4,32,64440,0.6
"US-WY-BCR-17",1970,2,1,55,64440,0.6
"US-WY-BCR-17",1971,2,1,83,64440,0.6
"US-WY-BCR-17",1972,2,1,83,64440,0.6
"US-WY-BCR-17",1973,2,1,77,64440,0.6
"US-WY-BCR-17",1974,2,0,77,64440,0.6
"US-WY-BCR-17",1975,2,0,83,64440,0.6
"US-WY-BCR-17",1976,2,3,79.5,64440,0.6
"US-WY-BCR-17",1977,1,0,60.5,64440,0.6
"US-WY-BCR-17",1978,2,2,91.5,64440,0.6
"US-WY-BCR-17",1979,2,1,99.3,64440,0.6
"US-WY-BCR-17",1980,2,1,90,64440,0.6
"US-WY-BCR-17",1981,2,0,94,64440,0.6
"US-WY-BCR-17",1982,2,1,83.8,64440,0.6
"US-WY-BCR-17",1983,2,3,68,64440,0.6
"US-WY-BCR-17",1984,2,2,70.3,64440,0.6
"US-WY-BCR-17",1985,2,0,79.1,64440,0.6
"US-WY-BCR-17",1986,2,2,82.6,64440,0.6
"US-WY-BCR-17",1987,3,2,127.3,64440,0.6
"US-WY-BCR-17",1988,3,6,133.6,64440,0.6
"US-WY-BCR-17",1989,3,5,156.3,64440,0.6
"US-WY-BCR-17",1990,3,2,102.9,64440,0.6
"US-WY-BCR-17",1991,3,1,134,64440,0.6
"US-WY-BCR-17",1992,3,2,139,64440,0.6
"US-WY-BCR-17",1993,3,4,119.5,64440,0.6
"US-WY-BCR-17",1994,3,2,136.25,64440,0.6
"US-WY-BCR-17",1995,3,3,123,64440,0.6
"US-WY-BCR-17",1996,3,3,130,64440,0.6
"US-WY-BCR-17",1997,3,2,149,64440,0.6
"US-WY-BCR-17",1998,3,6,158.25,64440,0.6
"US-WY-BCR-17",1999,3,6,156.75,64440,0.6
"US-WY-BCR-17",2000,3,3,155.25,64440,0.6
"US-WY-BCR-17",2001,3,3,158.5,64440,0.6
"US-WY-BCR-17",2002,3,7,141.3,64440,0.6
"US-WY-BCR-17",2003,3,2,150,64440,0.6
"US-WY-BCR-17",2004,3,3,126,64440,0.6
"US-WY-BCR-17",2005,3,5,160,64440,0.6
"US-WY-BCR-17",2006,3,1,167.25,64440,0.6
"US-WY-BCR-17",2007,3,8,170.5,64440,0.6
"US-WY-BCR-17",2008,3,4,175.5,64440,0.6
"US-WY-BCR-17",2009,3,1,138.75,64440,0.6
"US-WY-BCR-17",2010,3,4,217.5,64440,0.6
"US-WY-BCR-17",2011,3,1,150.5,64440,0.6
"US-WY-BCR-17",2012,3,1,163.25,64440,0.6
"US-WY-BCR-17",2013,3,4,162,64440,0.6
"US-WY-BCR-17",2014,3,4,151.95,64440,0.6
"US-WY-BCR-17",2015,3,4,162.66,64440,0.6
"US-WY-BCR-17",2016,3,3,156.64,64440,0.6
"US-WY-BCR-17",2017,3,2,151,64440,0.6
"US-WY-BCR-17",2018,3,2,162,64440,0.6
"US-WY-BCR-17",2019,3,4,180.8,64440,0.6
"US-WY-BCR-17",2020,3,7,165.25,64440,0.6
"US-WY-BCR-17",2021,3,10,166.5,64440,0.6
