"stratum","count_year","number_circles","total_count","total_obs_hours","stratum_area","circle_detection_ratio"
"CA-AB-BCR-06",1975,1,2,39,444799,0.143
"CA-AB-BCR-06",1976,1,2,26.5,444799,0.143
"CA-AB-BCR-06",1977,1,4,83.8,444799,0.143
"CA-AB-BCR-06",1978,1,2,151.5,444799,0.143
"CA-AB-BCR-06",1979,1,0,88.1,444799,0.143
"CA-AB-BCR-06",1980,1,4,91.6,444799,0.143
"CA-AB-BCR-06",1981,2,7,112.9,444799,0.143
"CA-AB-BCR-06",1982,2,7,116.1,444799,0.143
"CA-AB-BCR-06",1983,2,4,157.4,444799,0.143
"CA-AB-BCR-06",1984,2,9,171.1,444799,0.143
"CA-AB-BCR-06",1985,2,5,95.8,444799,0.143
"CA-AB-BCR-06",1986,2,5,189.3,444799,0.143
"CA-AB-BCR-06",1987,2,6,272.4,444799,0.143
"CA-AB-BCR-06",1988,2,7,283,444799,0.143
"CA-AB-BCR-06",1989,2,14,259.8,444799,0.143
"CA-AB-BCR-06",1990,2,7,270.3,444799,0.143
"CA-AB-BCR-06",1991,2,7,162.5,444799,0.143
"CA-AB-BCR-06",1992,3,7,329.8,444799,0.143
"CA-AB-BCR-06",1993,5,11,269.7,444799,0.143
"CA-AB-BCR-06",1994,3,14,309.7,444799,0.143
"CA-AB-BCR-06",1995,3,24,366.6,444799,0.143
"CA-AB-BCR-06",1996,4,24,441.2,444799,0.143
"CA-AB-BCR-06",1997,3,5,287.9,444799,0.143
"CA-AB-BCR-06",1998,4,20,461.3,444799,0.143
"CA-AB-BCR-06",1999,3,18,274,444799,0.143
"CA-AB-BCR-06",2000,4,15,372.5,444799,0.143
"CA-AB-BCR-06",2001,5,22,387.78,444799,0.143
"CA-AB-BCR-06",2002,5,23,352.5,444799,0.143
"CA-AB-BCR-06",2003,5,19,422.75,444799,0.143
"CA-AB-BCR-06",2004,5,15,307,444799,0.143
"CA-AB-BCR-06",2005,4,12,281.25,444799,0.143
"CA-AB-BCR-06",2006,4,12,291.75,444799,0.143
"CA-AB-BCR-06",2007,4,19,270.25,444799,0.143
"CA-AB-BCR-06",2008,4,15,326.5,444799,0.143
"CA-AB-BCR-06",2009,4,11,270,444799,0.143
"CA-AB-BCR-06",2010,4,12,291.75,444799,0.143
"CA-AB-BCR-06",2011,4,6,217.5,444799,0.143
"CA-AB-BCR-06",2012,4,8,248.25,444799,0.143
"CA-AB-BCR-06",2013,4,7,231.25,444799,0.143
"CA-AB-BCR-06",2014,4,5,231.25,444799,0.143
"CA-AB-BCR-06",2015,4,6,219.67,444799,0.143
"CA-AB-BCR-06",2016,4,12,227.38,444799,0.143
"CA-AB-BCR-06",2017,4,5,215.33,444799,0.143
"CA-AB-BCR-06",2018,4,6,239.91,444799,0.143
"CA-AB-BCR-06",2019,4,10,257.65,444799,0.143
"CA-AB-BCR-06",2020,4,7,240.87,444799,0.143
"CA-AB-BCR-06",2021,4,8,201.4,444799,0.143
"CA-AB-BCR-10",1976,2,21,116,47215,1
"CA-AB-BCR-10",1977,2,39,121.5,47215,1
"CA-AB-BCR-10",1978,2,54,123.5,47215,1
"CA-AB-BCR-10",1979,3,54,139.5,47215,1
"CA-AB-BCR-10",1980,3,45,160,47215,1
"CA-AB-BCR-10",1981,2,16,118.5,47215,1
"CA-AB-BCR-10",1982,2,34,128,47215,1
"CA-AB-BCR-10",1983,3,42,165.5,47215,1
"CA-AB-BCR-10",1984,3,36,136.5,47215,1
"CA-AB-BCR-10",1985,2,25,82.5,47215,1
"CA-AB-BCR-10",1986,2,26,96,47215,1
"CA-AB-BCR-10",1987,3,31,115,47215,1
"CA-AB-BCR-10",1988,3,40,117.5,47215,1
"CA-AB-BCR-10",1989,3,46,108,47215,1
"CA-AB-BCR-10",1990,3,45,106,47215,1
"CA-AB-BCR-10",1991,2,56,88.5,47215,1
"CA-AB-BCR-10",1992,3,49,140.5,47215,1
"CA-AB-BCR-10",1993,3,64,163,47215,1
"CA-AB-BCR-10",1994,3,64,129.5,47215,1
"CA-AB-BCR-10",1995,2,39,117,47215,1
"CA-AB-BCR-10",1996,3,16,157.5,47215,1
"CA-AB-BCR-10",1997,2,11,106.5,47215,1
"CA-AB-BCR-10",1998,2,34,137.8,47215,1
"CA-AB-BCR-10",1999,3,34,165,47215,1
"CA-AB-BCR-10",2000,3,22,117,47215,1
"CA-AB-BCR-10",2001,5,40,207,47215,1
"CA-AB-BCR-10",2002,5,58,228.75,47215,1
"CA-AB-BCR-10",2003,5,49,284.25,47215,1
"CA-AB-BCR-10",2004,5,44,204.25,47215,1
"CA-AB-BCR-10",2005,4,15,172.5,47215,1
"CA-AB-BCR-10",2006,6,30,269.5,47215,1
"CA-AB-BCR-10",2007,6,27,242.5,47215,1
"CA-AB-BCR-10",2008,5,30,274.5,47215,1
"CA-AB-BCR-10",2009,3,15,119,47215,1
"CA-AB-BCR-10",2010,4,39,186.5,47215,1
"CA-AB-BCR-10",2011,4,26,213,47215,1
"CA-AB-BCR-10",2012,5,49,245.25,47215,1
"CA-AB-BCR-10",2013,6,85,249.5,47215,1
"CA-AB-BCR-10",2014,5,56,200.6,47215,1
"CA-AB-BCR-10",2015,5,29,154.25,47215,1
"CA-AB-BCR-10",2016,4,70,193.2,47215,1
"CA-AB-BCR-10",2017,5,104,209.45,47215,1
"CA-AB-BCR-10",2018,5,80,240.28,47215,1
"CA-AB-BCR-10",2019,5,84,302.98,47215,1
"CA-AB-BCR-10",2020,4,58,197.4,47215,1
"CA-AB-BCR-10",2021,4,25,244.4,47215,1
"CA-AB-BCR-11",1966,1,0,43,156520,0.068
"CA-AB-BCR-11",1967,1,0,48,156520,0.068
"CA-AB-BCR-11",1968,1,0,49,156520,0.068
"CA-AB-BCR-11",1969,1,0,35,156520,0.068
"CA-AB-BCR-11",1970,1,0,54,156520,0.068
"CA-AB-BCR-11",1971,1,0,31,156520,0.068
"CA-AB-BCR-11",1972,1,0,38,156520,0.068
"CA-AB-BCR-11",1973,1,2,68,156520,0.068
"CA-AB-BCR-11",1974,1,0,78,156520,0.068
"CA-AB-BCR-11",1975,1,3,75,156520,0.068
"CA-AB-BCR-11",1976,1,6,91,156520,0.068
"CA-AB-BCR-11",1977,1,4,120,156520,0.068
"CA-AB-BCR-11",1978,1,4,137,156520,0.068
"CA-AB-BCR-11",1979,1,1,120,156520,0.068
"CA-AB-BCR-11",1980,1,2,94,156520,0.068
"CA-AB-BCR-11",1981,1,0,102,156520,0.068
"CA-AB-BCR-11",1982,1,1,98,156520,0.068
"CA-AB-BCR-11",1983,1,0,128,156520,0.068
"CA-AB-BCR-11",1984,1,3,119,156520,0.068
"CA-AB-BCR-11",1985,1,0,137,156520,0.068
"CA-AB-BCR-11",1986,1,4,183,156520,0.068
"CA-AB-BCR-11",1987,1,1,146,156520,0.068
"CA-AB-BCR-11",1988,1,2,165,156520,0.068
"CA-AB-BCR-11",1989,1,4,209,156520,0.068
"CA-AB-BCR-11",1990,1,2,184,156520,0.068
"CA-AB-BCR-11",1991,1,1,205,156520,0.068
"CA-AB-BCR-11",1992,1,3,220,156520,0.068
"CA-AB-BCR-11",1993,1,5,200,156520,0.068
"CA-AB-BCR-11",1994,1,5,208,156520,0.068
"CA-AB-BCR-11",1995,1,7,189,156520,0.068
"CA-AB-BCR-11",1996,1,4,195,156520,0.068
"CA-AB-BCR-11",1997,2,5,254,156520,0.068
"CA-AB-BCR-11",1998,2,4,313,156520,0.068
"CA-AB-BCR-11",1999,2,2,289.75,156520,0.068
"CA-AB-BCR-11",2000,2,2,277.75,156520,0.068
"CA-AB-BCR-11",2001,2,4,274,156520,0.068
"CA-AB-BCR-11",2002,2,1,258.5,156520,0.068
"CA-AB-BCR-11",2003,2,2,287.25,156520,0.068
"CA-AB-BCR-11",2004,3,4,323.75,156520,0.068
"CA-AB-BCR-11",2005,3,0,320,156520,0.068
"CA-AB-BCR-11",2006,3,4,353.5,156520,0.068
"CA-AB-BCR-11",2007,3,6,372,156520,0.068
"CA-AB-BCR-11",2008,3,4,355.25,156520,0.068
"CA-AB-BCR-11",2009,2,0,234.5,156520,0.068
"CA-AB-BCR-11",2010,2,4,295.25,156520,0.068
"CA-AB-BCR-11",2011,3,4,332.5,156520,0.068
"CA-AB-BCR-11",2012,3,2,364.5,156520,0.068
"CA-AB-BCR-11",2013,3,3,350.25,156520,0.068
"CA-AB-BCR-11",2014,3,2,379.75,156520,0.068
"CA-AB-BCR-11",2015,3,1,385.5,156520,0.068
"CA-AB-BCR-11",2016,3,7,376.35,156520,0.068
"CA-AB-BCR-11",2017,2,3,339.5,156520,0.068
"CA-AB-BCR-11",2018,2,1,300.25,156520,0.068
"CA-AB-BCR-11",2019,1,1,237.75,156520,0.068
"CA-AB-BCR-11",2020,3,3,331.95,156520,0.068
"CA-AB-BCR-11",2021,3,2,628.87,156520,0.068
"CA-BC-BCR-05",1966,5,5,203,202647,0.75
"CA-BC-BCR-05",1967,5,7,347,202647,0.75
"CA-BC-BCR-05",1968,4,4,331,202647,0.75
"CA-BC-BCR-05",1969,5,0,339,202647,0.75
"CA-BC-BCR-05",1970,4,8,449,202647,0.75
"CA-BC-BCR-05",1971,6,10,704,202647,0.75
"CA-BC-BCR-05",1972,7,10,648,202647,0.75
"CA-BC-BCR-05",1973,10,7,761,202647,0.75
"CA-BC-BCR-05",1974,12,16,1048,202647,0.75
"CA-BC-BCR-05",1975,13,15,968,202647,0.75
"CA-BC-BCR-05",1976,13,23,1173.4,202647,0.75
"CA-BC-BCR-05",1977,12,25,1186.9,202647,0.75
"CA-BC-BCR-05",1978,13,43,1270.9,202647,0.75
"CA-BC-BCR-05",1979,14,53,1271.6,202647,0.75
"CA-BC-BCR-05",1980,15,26,1315.4,202647,0.75
"CA-BC-BCR-05",1981,16,48,1420,202647,0.75
"CA-BC-BCR-05",1982,17,41,1353.1,202647,0.75
"CA-BC-BCR-05",1983,18,56,1441.2,202647,0.75
"CA-BC-BCR-05",1984,19,95,1638.5,202647,0.75
"CA-BC-BCR-05",1985,20,121,1632.3,202647,0.75
"CA-BC-BCR-05",1986,16,62,1616.4,202647,0.75
"CA-BC-BCR-05",1987,21,61,1639.7,202647,0.75
"CA-BC-BCR-05",1988,19,97,1702.5,202647,0.75
"CA-BC-BCR-05",1989,19,63,1742.5,202647,0.75
"CA-BC-BCR-05",1990,20,69,1791.8,202647,0.75
"CA-BC-BCR-05",1991,20,82,1731,202647,0.75
"CA-BC-BCR-05",1992,24,72,2301.5,202647,0.75
"CA-BC-BCR-05",1993,24,48,1942.4,202647,0.75
"CA-BC-BCR-05",1994,25,91,2314.7,202647,0.75
"CA-BC-BCR-05",1995,25,111,2525.1,202647,0.75
"CA-BC-BCR-05",1996,26,94,2413.8,202647,0.75
"CA-BC-BCR-05",1997,23,100,2263.7,202647,0.75
"CA-BC-BCR-05",1998,24,77,2516.6,202647,0.75
"CA-BC-BCR-05",1999,23,136,2106.65,202647,0.75
"CA-BC-BCR-05",2000,25,101,2554.8,202647,0.75
"CA-BC-BCR-05",2001,26,136,2294.5,202647,0.75
"CA-BC-BCR-05",2002,29,195,2937.3,202647,0.75
"CA-BC-BCR-05",2003,29,208,2668.05,202647,0.75
"CA-BC-BCR-05",2004,29,264,2811.75,202647,0.75
"CA-BC-BCR-05",2005,29,129,3035.25,202647,0.75
"CA-BC-BCR-05",2006,29,173,3043,202647,0.75
"CA-BC-BCR-05",2007,31,263,2930.95,202647,0.75
"CA-BC-BCR-05",2008,30,110,2796.25,202647,0.75
"CA-BC-BCR-05",2009,26,129,2063.25,202647,0.75
"CA-BC-BCR-05",2010,30,184,2887.75,202647,0.75
"CA-BC-BCR-05",2011,30,177,2857.5,202647,0.75
"CA-BC-BCR-05",2012,30,198,2709.62,202647,0.75
"CA-BC-BCR-05",2013,28,179,2681.91,202647,0.75
"CA-BC-BCR-05",2014,29,173,2960.6,202647,0.75
"CA-BC-BCR-05",2015,32,150,3153.44,202647,0.75
"CA-BC-BCR-05",2016,31,146,3099.21,202647,0.75
"CA-BC-BCR-05",2017,32,149,3060.49,202647,0.75
"CA-BC-BCR-05",2018,31,182,3005.31,202647,0.75
"CA-BC-BCR-05",2019,31,103,2916.2,202647,0.75
"CA-BC-BCR-05",2020,30,134,2829.12,202647,0.75
"CA-BC-BCR-05",2021,31,105,2867.27,202647,0.75
"CA-BC-BCR-09",1973,1,3,8.5,60503,1
"CA-BC-BCR-09",1974,1,3,19,60503,1
"CA-BC-BCR-09",1975,3,15,102,60503,1
"CA-BC-BCR-09",1976,4,35,204,60503,1
"CA-BC-BCR-09",1977,4,29,222,60503,1
"CA-BC-BCR-09",1978,3,68,105,60503,1
"CA-BC-BCR-09",1979,4,36,217,60503,1
"CA-BC-BCR-09",1980,4,41,183.5,60503,1
"CA-BC-BCR-09",1981,5,30,305,60503,1
"CA-BC-BCR-09",1982,6,39,397.5,60503,1
"CA-BC-BCR-09",1983,5,44,330.5,60503,1
"CA-BC-BCR-09",1984,5,60,366.5,60503,1
"CA-BC-BCR-09",1985,6,59,489,60503,1
"CA-BC-BCR-09",1986,6,38,364,60503,1
"CA-BC-BCR-09",1987,7,62,606.5,60503,1
"CA-BC-BCR-09",1988,7,61,692,60503,1
"CA-BC-BCR-09",1989,8,34,705,60503,1
"CA-BC-BCR-09",1990,8,25,739,60503,1
"CA-BC-BCR-09",1991,8,40,575,60503,1
"CA-BC-BCR-09",1992,8,32,647.6,60503,1
"CA-BC-BCR-09",1993,9,71,733.6,60503,1
"CA-BC-BCR-09",1994,8,42,706.3,60503,1
"CA-BC-BCR-09",1995,9,87,803.8,60503,1
"CA-BC-BCR-09",1996,10,57,737.5,60503,1
"CA-BC-BCR-09",1997,10,53,594.3,60503,1
"CA-BC-BCR-09",1998,10,26,901.3,60503,1
"CA-BC-BCR-09",1999,9,62,772.75,60503,1
"CA-BC-BCR-09",2000,9,50,803.5,60503,1
"CA-BC-BCR-09",2001,11,172,771.15,60503,1
"CA-BC-BCR-09",2002,12,207,933,60503,1
"CA-BC-BCR-09",2003,14,247,968.75,60503,1
"CA-BC-BCR-09",2004,15,257,1029.25,60503,1
"CA-BC-BCR-09",2005,15,75,980,60503,1
"CA-BC-BCR-09",2006,15,157,1061.25,60503,1
"CA-BC-BCR-09",2007,17,155,1035.25,60503,1
"CA-BC-BCR-09",2008,17,153,1004.75,60503,1
"CA-BC-BCR-09",2009,17,222,899.75,60503,1
"CA-BC-BCR-09",2010,19,182,1078.25,60503,1
"CA-BC-BCR-09",2011,20,206,1237.75,60503,1
"CA-BC-BCR-09",2012,20,243,1239.45,60503,1
"CA-BC-BCR-09",2013,19,186,1112.05,60503,1
"CA-BC-BCR-09",2014,21,225,1180.15,60503,1
"CA-BC-BCR-09",2015,22,119,1216.27,60503,1
"CA-BC-BCR-09",2016,21,123,1227.75,60503,1
"CA-BC-BCR-09",2017,21,172,1109.63,60503,1
"CA-BC-BCR-09",2018,20,124,1131.88,60503,1
"CA-BC-BCR-09",2019,19,74,1123.68,60503,1
"CA-BC-BCR-09",2020,19,143,1159.16,60503,1
"CA-BC-BCR-09",2021,18,89,1331.37,60503,1
"CA-BC-BCR-10",1976,1,24,39,384306,0.935
"CA-BC-BCR-10",1977,1,7,40,384306,0.935
"CA-BC-BCR-10",1978,2,9,103.8,384306,0.935
"CA-BC-BCR-10",1979,1,1,80,384306,0.935
"CA-BC-BCR-10",1980,2,8,79.8,384306,0.935
"CA-BC-BCR-10",1981,3,17,134.6,384306,0.935
"CA-BC-BCR-10",1982,5,31,183.8,384306,0.935
"CA-BC-BCR-10",1983,5,37,187.9,384306,0.935
"CA-BC-BCR-10",1984,4,25,191.5,384306,0.935
"CA-BC-BCR-10",1985,8,35,253.5,384306,0.935
"CA-BC-BCR-10",1986,6,25,224.5,384306,0.935
"CA-BC-BCR-10",1987,5,21,150,384306,0.935
"CA-BC-BCR-10",1988,6,42,226.3,384306,0.935
"CA-BC-BCR-10",1989,7,25,281.6,384306,0.935
"CA-BC-BCR-10",1990,8,37,299.4,384306,0.935
"CA-BC-BCR-10",1991,9,59,330.6,384306,0.935
"CA-BC-BCR-10",1992,9,65,439.8,384306,0.935
"CA-BC-BCR-10",1993,10,43,321.1,384306,0.935
"CA-BC-BCR-10",1994,9,39,372.7,384306,0.935
"CA-BC-BCR-10",1995,11,61,427.7,384306,0.935
"CA-BC-BCR-10",1996,11,29,403.5,384306,0.935
"CA-BC-BCR-10",1997,10,20,329,384306,0.935
"CA-BC-BCR-10",1998,13,47,429.8,384306,0.935
"CA-BC-BCR-10",1999,14,67,550.35,384306,0.935
"CA-BC-BCR-10",2000,12,69,594.45,384306,0.935
"CA-BC-BCR-10",2001,16,106,640,384306,0.935
"CA-BC-BCR-10",2002,17,148,821.7,384306,0.935
"CA-BC-BCR-10",2003,19,101,770.75,384306,0.935
"CA-BC-BCR-10",2004,19,86,729,384306,0.935
"CA-BC-BCR-10",2005,20,52,686.75,384306,0.935
"CA-BC-BCR-10",2006,24,173,862.5,384306,0.935
"CA-BC-BCR-10",2007,22,136,780,384306,0.935
"CA-BC-BCR-10",2008,22,117,890.25,384306,0.935
"CA-BC-BCR-10",2009,24,109,802.25,384306,0.935
"CA-BC-BCR-10",2010,24,112,975.5,384306,0.935
"CA-BC-BCR-10",2011,25,134,887.5,384306,0.935
"CA-BC-BCR-10",2012,27,99,913.4,384306,0.935
"CA-BC-BCR-10",2013,25,89,919.3,384306,0.935
"CA-BC-BCR-10",2014,27,103,839.41,384306,0.935
"CA-BC-BCR-10",2015,27,101,891.41,384306,0.935
"CA-BC-BCR-10",2016,30,124,930.51,384306,0.935
"CA-BC-BCR-10",2017,29,111,894.75,384306,0.935
"CA-BC-BCR-10",2018,28,109,998.05,384306,0.935
"CA-BC-BCR-10",2019,25,82,870.57,384306,0.935
"CA-BC-BCR-10",2020,22,92,835.18,384306,0.935
"CA-BC-BCR-10",2021,23,88,951.32,384306,0.935
"CA-YT-BCR-04",1974,1,0,13,423265,0.556
"CA-YT-BCR-04",1975,1,1,15,423265,0.556
"CA-YT-BCR-04",1976,1,0,32,423265,0.556
"CA-YT-BCR-04",1977,1,0,20,423265,0.556
"CA-YT-BCR-04",1978,1,0,38,423265,0.556
"CA-YT-BCR-04",1979,1,2,19.3,423265,0.556
"CA-YT-BCR-04",1980,2,1,23.8,423265,0.556
"CA-YT-BCR-04",1981,2,2,13,423265,0.556
"CA-YT-BCR-04",1982,2,6,44,423265,0.556
"CA-YT-BCR-04",1983,1,1,9.3,423265,0.556
"CA-YT-BCR-04",1984,1,0,6.8,423265,0.556
"CA-YT-BCR-04",1985,2,0,20.5,423265,0.556
"CA-YT-BCR-04",1986,1,0,6.5,423265,0.556
"CA-YT-BCR-04",1987,1,1,13,423265,0.556
"CA-YT-BCR-04",1988,1,13,9,423265,0.556
"CA-YT-BCR-04",1989,2,1,41,423265,0.556
"CA-YT-BCR-04",1990,3,10,58.4,423265,0.556
"CA-YT-BCR-04",1991,2,4,23.1,423265,0.556
"CA-YT-BCR-04",1992,1,0,11.1,423265,0.556
"CA-YT-BCR-04",1993,2,7,86.8,423265,0.556
"CA-YT-BCR-04",1994,2,5,39,423265,0.556
"CA-YT-BCR-04",1995,3,8,75,423265,0.556
"CA-YT-BCR-04",1996,3,5,74.3,423265,0.556
"CA-YT-BCR-04",1997,4,4,69.7,423265,0.556
"CA-YT-BCR-04",1998,4,6,82.1,423265,0.556
"CA-YT-BCR-04",1999,3,3,62.7,423265,0.556
"CA-YT-BCR-04",2000,4,6,92.25,423265,0.556
"CA-YT-BCR-04",2001,4,3,97.3,423265,0.556
"CA-YT-BCR-04",2002,4,8,90.45,423265,0.556
"CA-YT-BCR-04",2003,4,4,63.5,423265,0.556
"CA-YT-BCR-04",2004,5,8,112,423265,0.556
"CA-YT-BCR-04",2005,5,8,131,423265,0.556
"CA-YT-BCR-04",2006,5,18,112.5,423265,0.556
"CA-YT-BCR-04",2007,5,8,115.75,423265,0.556
"CA-YT-BCR-04",2008,5,5,102.25,423265,0.556
"CA-YT-BCR-04",2009,6,5,128,423265,0.556
"CA-YT-BCR-04",2010,6,8,135.75,423265,0.556
"CA-YT-BCR-04",2011,6,9,128.75,423265,0.556
"CA-YT-BCR-04",2012,5,8,127.2,423265,0.556
"CA-YT-BCR-04",2013,6,8,154.76,423265,0.556
"CA-YT-BCR-04",2014,6,11,153.73,423265,0.556
"CA-YT-BCR-04",2015,6,21,184.95,423265,0.556
"CA-YT-BCR-04",2016,6,16,167.25,423265,0.556
"CA-YT-BCR-04",2017,6,27,150.96,423265,0.556
"CA-YT-BCR-04",2018,6,20,165.65,423265,0.556
"CA-YT-BCR-04",2019,6,22,179.3,423265,0.556
"CA-YT-BCR-04",2020,6,21,162.05,423265,0.556
"CA-YT-BCR-04",2021,6,18,261.6,423265,0.556
"US-AK-BCR-02",1966,1,3,10,297596,0.625
"US-AK-BCR-02",1968,1,1,5,297596,0.625
"US-AK-BCR-02",1969,1,0,10,297596,0.625
"US-AK-BCR-02",1972,1,0,8,297596,0.625
"US-AK-BCR-02",1974,2,9,44,297596,0.625
"US-AK-BCR-02",1975,2,2,55.5,297596,0.625
"US-AK-BCR-02",1976,2,4,43.5,297596,0.625
"US-AK-BCR-02",1977,2,3,50,297596,0.625
"US-AK-BCR-02",1978,2,20,31,297596,0.625
"US-AK-BCR-02",1979,2,2,43,297596,0.625
"US-AK-BCR-02",1980,2,7,46,297596,0.625
"US-AK-BCR-02",1981,2,5,56,297596,0.625
"US-AK-BCR-02",1982,3,9,70.5,297596,0.625
"US-AK-BCR-02",1983,3,3,72.5,297596,0.625
"US-AK-BCR-02",1984,3,6,95,297596,0.625
"US-AK-BCR-02",1985,2,9,53.3,297596,0.625
"US-AK-BCR-02",1986,3,5,88.5,297596,0.625
"US-AK-BCR-02",1987,3,8,79.5,297596,0.625
"US-AK-BCR-02",1988,3,9,74,297596,0.625
"US-AK-BCR-02",1989,3,3,66,297596,0.625
"US-AK-BCR-02",1990,3,6,80.8,297596,0.625
"US-AK-BCR-02",1991,3,5,92,297596,0.625
"US-AK-BCR-02",1992,3,8,104,297596,0.625
"US-AK-BCR-02",1993,3,12,99,297596,0.625
"US-AK-BCR-02",1994,3,9,83.5,297596,0.625
"US-AK-BCR-02",1995,4,6,115.75,297596,0.625
"US-AK-BCR-02",1996,3,8,107.25,297596,0.625
"US-AK-BCR-02",1997,4,13,112.75,297596,0.625
"US-AK-BCR-02",1998,4,16,102.5,297596,0.625
"US-AK-BCR-02",1999,4,8,118.45,297596,0.625
"US-AK-BCR-02",2000,4,4,94.5,297596,0.625
"US-AK-BCR-02",2001,4,6,121.75,297596,0.625
"US-AK-BCR-02",2002,3,22,93.5,297596,0.625
"US-AK-BCR-02",2003,3,13,146,297596,0.625
"US-AK-BCR-02",2004,3,17,102,297596,0.625
"US-AK-BCR-02",2005,3,12,138.25,297596,0.625
"US-AK-BCR-02",2006,3,6,155.5,297596,0.625
"US-AK-BCR-02",2007,3,3,118,297596,0.625
"US-AK-BCR-02",2008,4,6,152,297596,0.625
"US-AK-BCR-02",2009,4,5,147.75,297596,0.625
"US-AK-BCR-02",2010,4,24,172,297596,0.625
"US-AK-BCR-02",2011,3,33,145.75,297596,0.625
"US-AK-BCR-02",2012,4,4,148.8,297596,0.625
"US-AK-BCR-02",2013,4,8,151.7,297596,0.625
"US-AK-BCR-02",2014,4,13,170.25,297596,0.625
"US-AK-BCR-02",2015,4,12,160.75,297596,0.625
"US-AK-BCR-02",2016,4,13,131.75,297596,0.625
"US-AK-BCR-02",2017,3,11,125.5,297596,0.625
"US-AK-BCR-02",2018,3,6,132.75,297596,0.625
"US-AK-BCR-02",2019,3,3,127.8,297596,0.625
"US-AK-BCR-02",2020,2,6,106.75,297596,0.625
"US-AK-BCR-02",2021,2,10,131.75,297596,0.625
"US-AK-BCR-04",1966,2,3,22,727479,0.632
"US-AK-BCR-04",1967,2,6,47,727479,0.632
"US-AK-BCR-04",1968,2,6,34,727479,0.632
"US-AK-BCR-04",1969,2,8,50,727479,0.632
"US-AK-BCR-04",1970,1,13,28,727479,0.632
"US-AK-BCR-04",1971,1,14,25,727479,0.632
"US-AK-BCR-04",1972,2,6,42,727479,0.632
"US-AK-BCR-04",1973,1,3,33,727479,0.632
"US-AK-BCR-04",1974,2,9,73,727479,0.632
"US-AK-BCR-04",1975,2,9,75.5,727479,0.632
"US-AK-BCR-04",1976,2,9,97.5,727479,0.632
"US-AK-BCR-04",1977,2,10,153.5,727479,0.632
"US-AK-BCR-04",1978,2,11,118,727479,0.632
"US-AK-BCR-04",1979,2,2,99,727479,0.632
"US-AK-BCR-04",1980,3,17,158.3,727479,0.632
"US-AK-BCR-04",1981,4,24,230,727479,0.632
"US-AK-BCR-04",1982,4,40,303.5,727479,0.632
"US-AK-BCR-04",1983,4,38,465,727479,0.632
"US-AK-BCR-04",1984,5,40,296,727479,0.632
"US-AK-BCR-04",1985,5,52,263,727479,0.632
"US-AK-BCR-04",1986,5,30,272,727479,0.632
"US-AK-BCR-04",1987,5,28,281.3,727479,0.632
"US-AK-BCR-04",1988,5,27,236,727479,0.632
"US-AK-BCR-04",1989,5,17,223.3,727479,0.632
"US-AK-BCR-04",1990,5,12,242.5,727479,0.632
"US-AK-BCR-04",1991,6,26,281.75,727479,0.632
"US-AK-BCR-04",1992,6,28,282.25,727479,0.632
"US-AK-BCR-04",1993,5,26,359,727479,0.632
"US-AK-BCR-04",1994,6,24,385.5,727479,0.632
"US-AK-BCR-04",1995,7,30,332.5,727479,0.632
"US-AK-BCR-04",1996,7,55,361.25,727479,0.632
"US-AK-BCR-04",1997,7,28,315.5,727479,0.632
"US-AK-BCR-04",1998,7,24,421.75,727479,0.632
"US-AK-BCR-04",1999,7,28,416.25,727479,0.632
"US-AK-BCR-04",2000,8,29,420.6,727479,0.632
"US-AK-BCR-04",2001,8,36,483.25,727479,0.632
"US-AK-BCR-04",2002,8,33,415.3,727479,0.632
"US-AK-BCR-04",2003,8,39,504.75,727479,0.632
"US-AK-BCR-04",2004,9,55,397.5,727479,0.632
"US-AK-BCR-04",2005,9,73,495.75,727479,0.632
"US-AK-BCR-04",2006,9,83,447.25,727479,0.632
"US-AK-BCR-04",2007,9,123,577.75,727479,0.632
"US-AK-BCR-04",2008,9,75,559.5,727479,0.632
"US-AK-BCR-04",2009,10,82,485.75,727479,0.632
"US-AK-BCR-04",2010,10,47,507.75,727479,0.632
"US-AK-BCR-04",2011,10,57,560.75,727479,0.632
"US-AK-BCR-04",2012,9,60,529.8,727479,0.632
"US-AK-BCR-04",2013,9,39,450,727479,0.632
"US-AK-BCR-04",2014,9,36,447.7,727479,0.632
"US-AK-BCR-04",2015,10,64,517,727479,0.632
"US-AK-BCR-04",2016,9,64,533.72,727479,0.632
"US-AK-BCR-04",2017,8,67,498.45,727479,0.632
"US-AK-BCR-04",2018,10,70,555.2,727479,0.632
"US-AK-BCR-04",2019,10,56,524.15,727479,0.632
"US-AK-BCR-04",2020,8,48,488.6,727479,0.632
"US-AK-BCR-04",2021,9,49,494.7,727479,0.632
"US-AK-BCR-05",1968,1,2,27,164134,0.885
"US-AK-BCR-05",1969,2,5,58,164134,0.885
"US-AK-BCR-05",1970,2,4,26,164134,0.885
"US-AK-BCR-05",1971,2,1,62,164134,0.885
"US-AK-BCR-05",1972,2,4,27,164134,0.885
"US-AK-BCR-05",1973,1,3,6,164134,0.885
"US-AK-BCR-05",1974,3,1,32,164134,0.885
"US-AK-BCR-05",1975,5,10,80.5,164134,0.885
"US-AK-BCR-05",1976,5,3,86,164134,0.885
"US-AK-BCR-05",1977,5,30,128.5,164134,0.885
"US-AK-BCR-05",1978,4,26,100.5,164134,0.885
"US-AK-BCR-05",1979,4,16,135,164134,0.885
