"parameter","stratum","count_year","estimate_median","estimate_lcl","estimate_ucl","estimate_mean","estimate_sd","quantile050","quantile165","quantile835","quantile950"
"RatioTrendAllYears","USACAN",,0.995519891215899,0.989978386436425,0.999981365206889,0.995368370300561,0.00261709526090137,0.991141554357308,0.993174635699224,0.997714017902131,0.999195151795464
"RatioTrend1993On","USACAN",,0.99656717363312,0.991463248468396,1.00204161660758,0.996606940236349,0.00267584849281687,0.992341120596117,0.994166066626043,0.999077421866374,1.00104027213327
"RatioTrend10Year","USACAN",,0.996699908520736,0.984913886213425,1.0105158743583,0.996891530444017,0.00649327264449534,0.986797078429082,0.990849531515838,1.0028118716327,1.00773437679641
"RatioTrendAllYears","CAN",,0.992431277096813,0.9861477401295,1.00086600935812,0.992700702713869,0.00372078011430051,0.987150442543261,0.989240687647262,0.996106914753742,0.999094767669526
"RatioTrendAllYears","USA",,0.997174309477284,0.989372140496217,1.00255812640908,0.996815511583946,0.00346099551369415,0.990869101737809,0.993781308784814,0.999903079945298,1.00164769027943
"RatioTrend1993On","CAN",,0.994518378768563,0.986023342042544,1.00606096064095,0.994885855475014,0.00505779373855124,0.987381071036198,0.990213581966164,0.999449097067065,1.00374378551753
"RatioTrend1993On","USA",,0.997337284910823,0.990911878114855,1.00353736169795,0.997326901681191,0.00317656729892031,0.992120449956537,0.994403248396482,1.00030657822773,1.0024392790048
"RatioTrend10Year","CAN",,0.993566055052042,0.974209464934076,1.0179242230977,0.994293680771664,0.0110919745145404,0.977510756854324,0.984056418304939,1.0045590067247,1.01333636571475
"RatioTrend10Year","USA",,0.997505612613463,0.983180354373617,1.01493332073557,0.997812685702964,0.00793083395714658,0.985565278575086,0.990634159277984,1.00480298131808,1.0112922379232
"RatioTrendAllYears","AB",,0.983694563269411,0.973108144398111,0.994949138184784,0.983769456381036,0.00555312470174317,0.974831989387345,0.978539862497512,0.989136582456941,0.993141096356365
"RatioTrendAllYears","AK",,1.00791596109462,0.99827973692404,1.01603146170777,1.00772718815738,0.00450145321314661,1.00014081166529,1.00367231125052,1.01194835048446,1.01474977489966
"RatioTrendAllYears","AZ",,0.943635565230969,0.921798158320252,0.967651121282548,0.943793066469366,0.0115608288592311,0.925609732296564,0.932927829332159,0.954321600626267,0.963158617917692
"RatioTrendAllYears","BC",,0.988843769638178,0.981967984157875,0.996010681362898,0.988887012487259,0.00358278039502608,0.983129426867079,0.985489426475748,0.992374791185902,0.994891376419287
"RatioTrendAllYears","CA",,0.993245185425634,0.986348326573222,1.00110499759653,0.993358547606109,0.00377709282192983,0.987337787198507,0.989782662901675,0.996864734876749,0.99966405150716
"RatioTrendAllYears","CO",,0.996812024747427,0.989752353066129,1.00453581228158,0.996911627180599,0.00375782571255656,0.99089482043546,0.993330393169073,1.00054825241911,1.00331902079511
"RatioTrendAllYears","ID",,0.978272012857747,0.954633652194932,1.00414546907828,0.978355174345934,0.0123811708833544,0.95816899587614,0.966461694790273,0.989647308343796,0.998842439497505
"RatioTrendAllYears","MT",,0.997730992626214,0.991899177873139,1.00357151933388,0.997718832443614,0.00292271790810021,0.992881835360155,0.994967141058322,1.00047974426947,1.00247198439187
"RatioTrendAllYears","NM",,0.976789387449521,0.962771194294626,0.997726338215438,0.977683933847234,0.00873351485277705,0.964903860703976,0.969623459160187,0.985613073889565,0.993258124760658
"RatioTrendAllYears","NV",,1.01193270959963,0.997119557306638,1.02656788203576,1.01184497383092,0.00745275454088658,0.999544341411897,1.004694077755,1.01895853986993,1.02413133426793
"RatioTrendAllYears","OR",,0.994496110111119,0.987375988981936,1.00235023491878,0.994609935596208,0.00374864092061887,0.988692544071923,0.991098032845937,0.998132975469241,1.00093141206785
"RatioTrendAllYears","SD",,0.996653193965679,0.973644103538101,1.01904933757126,0.996523526714531,0.0116868058736427,0.977353876701305,0.985252658301594,1.0079587444992,1.01567967987537
"RatioTrendAllYears","UT",,0.996406931535087,0.985414245904064,1.00731775714299,0.996362540122099,0.0054950165768569,0.987328780133607,0.991260857226987,1.00154702523886,1.0053813550113
"RatioTrendAllYears","WA",,0.998533274198987,0.990529880081364,1.00753475196958,0.998677516070199,0.00427413043399652,0.991900759584142,0.994572521473325,1.00274461064317,1.00597099810652
"RatioTrendAllYears","WY",,1.00007594275026,0.992374967560057,1.00981527930743,1.0003803352116,0.00439804827870043,0.993700769945479,0.996231971941452,1.00453872871803,1.00809018231878
"RatioTrendAllYears","YT",,1.02878750146173,1.00851487537431,1.04813178150794,1.02865641178761,0.0101108680747787,1.01188550593591,1.01897720130206,1.03843723853344,1.04533459553243
"RatioTrend1993On","AB",,0.984564952972458,0.971565292345707,0.997906407840191,0.984592569984573,0.00663313537705335,0.974014906156575,0.97854056371425,0.990781645346963,0.995632844755223
"RatioTrend1993On","AK",,1.00880575597161,0.996690359345,1.01946990030001,1.00862549955431,0.00568331989400151,0.999224931338173,1.00357763899678,1.01371846745005,1.01766220661383
"RatioTrend1993On","AZ",,0.943126296867201,0.913180986926431,0.972616463636878,0.943115366830703,0.0146447862101763,0.91963836428583,0.930960784870136,0.956049758386521,0.966429076846319
"RatioTrend1993On","BC",,0.988495496497823,0.979450071117583,0.998262077476591,0.988590884496493,0.00473450841841916,0.981092956745825,0.984104048878052,0.993000316566279,0.996590926159488
"RatioTrend1993On","CA",,0.991928100065788,0.981344779748585,1.00222198474334,0.991930878134673,0.00526849302589508,0.983144029488892,0.987112627072436,0.996830903691323,1.00036008901352
"RatioTrend1993On","CO",,0.987679746271159,0.976621181323849,0.998235366599732,0.987645302494161,0.00548774655679305,0.978666130046424,0.982419874926,0.993000071145571,0.996533178635982
"RatioTrend1993On","ID",,0.98236300718187,0.957509715439433,1.01626468339362,0.983435920349226,0.0145410301579308,0.961623120206508,0.97005297908806,0.996589276553957,1.0096456112479
"RatioTrend1993On","MT",,0.995501422378674,0.984934359819073,1.00400668823178,0.995161235907165,0.00481088580639876,0.986664052159539,0.990559681746527,0.999637457978034,1.00247631197917
"RatioTrend1993On","NM",,0.973515684905816,0.949579408431111,0.998624405289286,0.973636727285636,0.0118179590224589,0.954636632032487,0.96343383079256,0.984096491744261,0.993113217265994
"RatioTrend1993On","NV",,1.01136528544088,0.990906623269087,1.02916659988727,1.01109569210279,0.00948805126841365,0.995127865648539,1.00275611708109,1.01964547634264,1.02600596399888
"RatioTrend1993On","OR",,0.994054020715445,0.984146093627223,1.00435637191949,0.994078369439959,0.00503579395447863,0.985903580454607,0.989354208128293,0.998675724487507,1.00231765827179
"RatioTrend1993On","SD",,0.997077115553745,0.967902825570976,1.0252234094657,0.996893430497337,0.0146320975675636,0.973353020126896,0.98363229261673,1.01008843432666,1.01984329964819
"RatioTrend1993On","UT",,0.990972401506116,0.970532220512198,1.00820464648676,0.990583657534893,0.00941794147713374,0.97439252668093,0.981996819336656,0.999310772345692,1.00536963531767
"RatioTrend1993On","WA",,0.996584322976608,0.984857764333179,1.00765908306057,0.996474078807252,0.00564138143724808,0.987109101056333,0.991299118423253,1.00164851881366,1.00575984536499
"RatioTrend1993On","WY",,0.997009547475182,0.983905137064709,1.01002244935972,0.996916789087582,0.00656658006564223,0.986041863133772,0.990698367243114,1.00297768146474,1.00777030016741
"RatioTrend1993On","YT",,1.02807654563095,1.00333719443882,1.04967444171853,1.02764608685056,0.0115778792469958,1.00802737677131,1.01689422191898,1.03854172589231,1.0459932196268
"RatioTrend10Year","AB",,0.986990395517774,0.964177906314084,1.01398352626913,0.987449191030246,0.0121872060749389,0.968594531444109,0.97703620161699,0.997812786981907,1.00769914248007
"RatioTrend10Year","AK",,1.00550380618063,0.978903460476069,1.03510533107729,1.00600680546412,0.01409583476564,0.983892863595229,0.993386687437097,1.01844140444593,1.02936662342377
"RatioTrend10Year","AZ",,0.943473377177703,0.874472036248032,1.02647689862522,0.944729391984501,0.0358698943819659,0.891371390066189,0.918727164185538,0.969216543525966,1.00460243985122
"RatioTrend10Year","BC",,0.981432792973425,0.95952817928051,1.00828675430581,0.982148492460648,0.0122536277504142,0.963336754918706,0.970886411911202,0.993606924099706,1.00356867271554
"RatioTrend10Year","CA",,0.985167193999068,0.953635907891224,1.01294755864907,0.984527225422991,0.0146481245759717,0.959344153303941,0.971157137973231,0.997571276404105,1.00711272569054
"RatioTrend10Year","CO",,1.0067678455009,0.974516571885791,1.04187935174328,1.00713527906418,0.0169644621069098,0.980053084243505,0.991003349627352,1.02325444360713,1.03620019444218
"RatioTrend10Year","ID",,0.995304663453136,0.952459332574607,1.08837502760434,1.00257309733089,0.0341207298217099,0.959796634376,0.974051584711341,1.03240810740953,1.06969767826721
"RatioTrend10Year","MT",,0.994067111030709,0.964840175440876,1.01931690809922,0.993243256816346,0.0133861935529724,0.970302825090246,0.980908849922332,1.00512760609506,1.01428398882154
"RatioTrend10Year","NM",,0.974335104766806,0.914631549824241,1.04478387370096,0.976458091343006,0.0312440018992675,0.926606596993768,0.950729507728577,1.00380178875687,1.03101502774181
"RatioTrend10Year","NV",,1.00951501217589,0.95372484964717,1.05064903049132,1.00738789999687,0.0226983538673679,0.966754392528661,0.989886824100862,1.02476202523963,1.03952775883319
"RatioTrend10Year","OR",,0.983721993004554,0.955766652387329,1.01078208442322,0.983448643654802,0.013732083562226,0.960935984511761,0.971076020741159,0.995758134446058,1.0052020587209
"RatioTrend10Year","SD",,0.995116293021377,0.915172963199854,1.05805072441374,0.993023451808562,0.0341722956876471,0.935021853325119,0.9694259494215,1.01768646616932,1.04254449150754
"RatioTrend10Year","UT",,0.936345182090513,0.87130350781413,0.992449734592681,0.934990654105017,0.0312816465565012,0.880925094367028,0.904271789995066,0.965439888075006,0.984081867839672
"RatioTrend10Year","WA",,0.993998019332647,0.963468914022628,1.02492825414436,0.993846777357632,0.0151710069354538,0.968608252356396,0.980334071177986,1.00746339462324,1.01847553290708
"RatioTrend10Year","WY",,1.02038894719998,0.984795859735562,1.07623836643399,1.02314412035428,0.0238978991270494,0.989919950855096,1.00009742413411,1.04626805416071,1.0659310970409
"RatioTrend10Year","YT",,1.03090654070534,0.982518724788183,1.08592977269394,1.03159838574719,0.0244036599859869,0.993477431081652,1.01210449642437,1.05079107461079,1.07306612000625
"RatioTrendAllYears","BCR10",,0.988552135655897,0.980378038643586,0.995298535142014,0.988380747976561,0.00386741017141305,0.98210616749874,0.984995713000825,0.991940082139067,0.994153877320552
"RatioTrendAllYears","BCR11",,0.991931119619528,0.970443482172031,1.01170833707535,0.99177490324906,0.0104555321164105,0.973948296551135,0.981917578953646,1.00178714610122,1.00848660263344
"RatioTrendAllYears","BCR15",,1.00030259732089,0.99087895841409,1.01219641717592,1.00065630227982,0.0053306994791055,0.9924926889002,0.995776757600544,1.00553178659539,1.00995988134085
"RatioTrendAllYears","BCR16",,0.993821805770471,0.98613443772352,1.00204065892298,0.993907133381644,0.00407813511252199,0.987323473357363,0.989955091189845,0.997823457394634,1.00082834890523
"RatioTrendAllYears","BCR17",,0.994812116634041,0.979254832360052,1.01079918532787,0.99491893145018,0.00803185714724185,0.981824849724963,0.987322911509677,1.00244357712076,1.00831283621584
"RatioTrendAllYears","BCR18",,0.991907739945213,0.9819906661187,1.00267034900464,0.992024852033382,0.00520910019592842,0.983598680193998,0.987010883915877,0.997083672032345,1.00068370363055
"RatioTrendAllYears","BCR02",,0.999896189314277,0.981456020837669,1.01635280218368,0.999617852748938,0.00877515257850002,0.984771142151884,0.991311584584154,1.0079855692311,1.01365334863128
"RatioTrendAllYears","BCR32",,0.989370169915531,0.979383036078597,0.999968349079809,0.989448270906091,0.00525747392599764,0.981003765778242,0.984487061043468,0.994474638812147,0.998311397669783
"RatioTrendAllYears","BCR34",,0.943635565230969,0.921798158320252,0.967651121282548,0.943793066469366,0.0115608288592311,0.925609732296564,0.932927829332159,0.954321600626267,0.963158617917692
"RatioTrendAllYears","BCR04",,1.01556980858728,1.00582810342686,1.02669408488251,1.01577944077516,0.00523505924497125,1.00754701330154,1.01089314371285,1.02075841747255,1.0247123197915
"RatioTrendAllYears","BCR05",,1.00422062515623,0.997765869349103,1.0110223584545,1.00419667180485,0.00334417357828552,0.99877772033978,1.00096439448165,1.00739325304015,1.00967041859043
"RatioTrendAllYears","BCR06",,0.995209006870513,0.982719689226954,1.00835476128847,0.995328329606567,0.00658364099518973,0.984760730482489,0.989037961283055,1.00174508433074,1.00611425770109
"RatioTrendAllYears","BCR09",,0.992971075508563,0.985366298881478,0.999231871403051,0.992800039116809,0.00356110512231928,0.986700970240813,0.989415167843291,0.996180672518923,0.998314702521397
"RatioTrend1993On","BCR10",,0.989773461850452,0.982554587246648,0.998003595025585,0.989922551580865,0.00390657045026571,0.98383268127294,0.986284559682321,0.993601694367009,0.996450413194539
"RatioTrend1993On","BCR11",,0.98979648022562,0.961003722950217,1.01224738097624,0.988991786364023,0.0128607443725806,0.966658006545589,0.977390481958987,1.00091247176783,1.00832686801245
"RatioTrend1993On","BCR15",,0.99767935105231,0.980432313659397,1.01226050689177,0.997288305751998,0.00780702545478544,0.983609254366361,0.990168077419484,1.00429448177404,1.00947770469991
"RatioTrend1993On","BCR16",,0.985377178836145,0.973667335024088,0.996362686631894,0.985278308297328,0.00578016380632034,0.975789850790274,0.97973548029524,0.990840306053754,0.994626993640326
"RatioTrend1993On","BCR17",,0.996106989193207,0.977717893777419,1.01849501912929,0.996459222373421,0.0100503861843819,0.980854240688647,0.987519276755714,1.00521640455651,1.01339992607267
"RatioTrend1993On","BCR18",,0.990466495487952,0.973564582506069,1.00768162994011,0.990549347899977,0.00866633859068956,0.976235230759728,0.982401151005937,0.998889467866976,1.00492012349067
"RatioTrend1993On","BCR02",,0.999078462905321,0.972081045823167,1.02120598241066,0.998348065017974,0.0123682348258234,0.977060026351065,0.986954169154665,1.00966738960685,1.01740123978484
"RatioTrend1993On","BCR32",,0.987270335658781,0.970926531225095,1.00266642985266,0.987170994770429,0.00804463471256671,0.973836290542545,0.979577977884718,0.994808959339797,1.00019531613522
"RatioTrend1993On","BCR34",,0.943126296867201,0.913180986926431,0.972616463636878,0.943115366830703,0.0146447862101763,0.91963836428583,0.930960784870136,0.956049758386521,0.966429076846319
"RatioTrend1993On","BCR04",,1.01686329274499,1.00484874502142,1.0309056393308,1.01709528517158,0.00648139034725082,1.00687529639261,1.01119895533364,1.02305661219508,1.02822028760857
"RatioTrend1993On","BCR05",,1.00410429753607,0.99475412628154,1.01442149013979,1.00421370927197,0.00494595952049996,0.996331451898672,0.999447506615166,1.00893764570663,1.0125261374388
"RatioTrend1993On","BCR06",,0.996023113241162,0.981604344413258,1.01236976518786,0.996283953402202,0.00774590128271781,0.984297149816403,0.989105592353784,1.00347967562537,1.00940787783356
"RatioTrend1993On","BCR09",,0.99197310077768,0.9834941667663,0.999807725851219,0.991935895373305,0.0041529468273154,0.984931304552398,0.9880263600933,0.995913348077958,0.998539544172501
"RatioTrend10Year","BCR10",,0.997748552918922,0.981308795704769,1.02044683800021,0.998600228271706,0.00989592661685512,0.983871041718924,0.989531232965126,1.00788605567723,1.01591261969033
"RatioTrend10Year","BCR11",,0.990051031455489,0.930466050796216,1.04294146276791,0.988844422181884,0.0266418478123783,0.944003579390691,0.968359141164999,1.00902911802322,1.02911573951201
"RatioTrend10Year","BCR15",,0.990736992162446,0.940127511337974,1.02992246567775,0.988705097701445,0.0220838078478797,0.949164119964932,0.968474708600681,1.00762057947308,1.02182814949959
"RatioTrend10Year","BCR16",,0.97277699222178,0.926957587299406,1.01054159971382,0.97165949103753,0.0213459606705211,0.935002391944366,0.951635292184545,0.992009780706086,1.00500717247348
"RatioTrend10Year","BCR17",,0.999523502405216,0.958114299774263,1.07047773144187,1.00310596536278,0.0268237669780209,0.967539631123969,0.983362770056524,1.02222653439739,1.05156093441998
"RatioTrend10Year","BCR18",,0.990976177683872,0.943240012181701,1.04268826654038,0.991395709283844,0.0252771412818814,0.950614505546531,0.967367128882907,1.01531155408952,1.03363972392333
"RatioTrend10Year","BCR02",,1.01435900924938,0.954467139585929,1.11458895746001,1.02080383295797,0.0388817435519973,0.966673884683156,0.989332393251504,1.05448909934555,1.0947331781212
"RatioTrend10Year","BCR32",,0.963574718564085,0.911398459825426,1.0092903047345,0.962754677046579,0.0246885263455129,0.920536423819465,0.939579393069341,0.986625557312824,1.00131397645179
"RatioTrend10Year","BCR34",,0.943473377177703,0.874472036248032,1.02647689862522,0.944729391984501,0.0358698943819659,0.891371390066189,0.918727164185538,0.969216543525966,1.00460243985122
"RatioTrend10Year","BCR04",,1.01782365667611,0.989071348044856,1.04854462686874,1.01807243169765,0.0144632240862629,0.995160621747679,1.00573531561966,1.03013522213247,1.04152802845659
"RatioTrend10Year","BCR05",,0.974810880565704,0.944839082387612,1.00259083670195,0.974421123195814,0.014640799120622,0.949752417221306,0.960216091745542,0.988536162919649,0.99787901412179
"RatioTrend10Year","BCR06",,0.995586779233521,0.963554326254335,1.03430923954853,0.996443452007999,0.016933009480928,0.970904155878786,0.982970539250054,1.00996674309576,1.02427787536733
"RatioTrend10Year","BCR09",,0.986807193440887,0.967078670504713,1.00638347731249,0.98677163017808,0.00995023748667411,0.97029692381962,0.977350892859484,0.996149356248514,1.00308871523801
"RegressionTrend1970On","USACAN",,0.995540036897974,0.99094219967183,0.999321384809454,0.995428761757868,0.00213667358547686,0.991865135997627,0.993588232595224,0.997324705850981,0.998672112763875
"RegressionTrend1993On","USACAN",,0.996466492806112,0.992715700880403,1.00075762310598,0.996541773104971,0.0020206935285583,0.993389253411566,0.994686479698883,0.998434501498633,0.999934676526421
"RegressionTrend10Year","USACAN",,0.99689161743628,0.988486078561513,1.0069280600074,0.997085464839857,0.00464100461534659,0.989939537476437,0.992758667174125,1.00142508374862,1.00494962134206
"RegressionTrend1970On","CAN",,0.993465169808863,0.988064598591271,1.00149320231032,0.993730373804512,0.00327819760689008,0.988856093812965,0.990712378192269,0.996606110116383,0.999515998607584
"RegressionTrend1970On","USA",,0.996648987794362,0.990270126404606,1.00108907843061,0.996337178248874,0.00281839625110135,0.991481780894102,0.993730055275928,0.998941495001734,1.0004574623205
"RegressionTrend1993On","CAN",,0.99553882551548,0.98946599410852,1.0063211908983,0.996049008548843,0.0041584165456867,0.990249803760889,0.992257421198777,0.999697020970325,1.00370318192829
"RegressionTrend1993On","USA",,0.996699065617594,0.991971507264785,1.00118121445157,0.996666696150789,0.00232408866065687,0.992775875772223,0.99451363483755,0.998875355513762,1.00045539278674
"RegressionTrend10Year","CAN",,0.994465315960223,0.979744755947487,1.01543697321794,0.995222240364781,0.00902776943941872,0.982077541011054,0.986877512636093,1.00357806113145,1.01107211036334
"RegressionTrend10Year","USA",,0.997492139991892,0.987795504402403,1.0086185500305,0.997624052319362,0.00523292437945294,0.989363378881189,0.99274808306183,1.00242697207249,1.00640403624483
"RegressionTrend1970On","AB",,0.983811897957614,0.973714908096644,0.994630732814256,0.98389993674734,0.00525737300593815,0.975408142471449,0.978897354345162,0.988954310095937,0.992855160861939
"RegressionTrend1970On","AK",,1.00842527494381,1.00158537005968,1.01477250533741,1.00835954235903,0.00333334490062725,1.0028411228992,1.00526024210997,1.01154394572711,1.0137131523811
"RegressionTrend1970On","AZ",,0.943262888966293,0.924739598946635,0.962991565849447,0.94335270467992,0.00968868232913382,0.92751132482902,0.934183009324712,0.952403850094747,0.95982587427977
"RegressionTrend1970On","BC",,0.990117773744926,0.984784229914075,0.995467928832595,0.99006830906611,0.00272463428900497,0.985557492047855,0.98739007655828,0.992684543611508,0.994514683026639
"RegressionTrend1970On","CA",,0.992658003361039,0.987226534993254,0.998210095807998,0.992663167352627,0.00277487192932872,0.988177097601902,0.990052878122926,0.995256608803964,0.997234101241709
"RegressionTrend1970On","CO",,0.99173817563056,0.988523333806997,0.995014952543115,0.991762128393163,0.00166717469342536,0.989050860378661,0.990146370457785,0.993417506243956,0.994515756957349
"RegressionTrend1970On","ID",,0.973795688997959,0.950137369497761,0.995897759592885,0.973417659133415,0.0115072560701935,0.954099555575608,0.962286688261552,0.984043384721797,0.991420212900559
"RegressionTrend1970On","MT",,0.998189487587684,0.994508545367739,1.00202122556251,0.998187341575583,0.0019305807087402,0.995043789037393,0.996325220764309,1.00006330612471,1.00137076093065
"RegressionTrend1970On","NM",,0.971846975939152,0.960526552060303,0.982872605330482,0.971817659093678,0.0056483351374675,0.962443214470563,0.966357701867827,0.977302092494613,0.981019765355809
"RegressionTrend1970On","NV",,1.01180818389233,0.999037099626205,1.0245070557073,1.01180766099558,0.00646318902391246,1.00109731074355,1.00553959600737,1.01801749673937,1.02247072291954
"RegressionTrend1970On","OR",,0.994451211536368,0.989106776740677,1.00009038706387,0.994487459707088,0.00279023682498375,0.990005715427201,0.991836741526336,0.997138886153845,0.999187153462604
"RegressionTrend1970On","SD",,0.9966465193573,0.976547499218367,1.01711948918138,0.996749290500598,0.0104456841265579,0.979547267472736,0.986444526867483,1.00715447252457,1.01410348861869
"RegressionTrend1970On","UT",,0.999245734265576,0.991987343294566,1.00674631434564,0.999260389470255,0.00378684723780946,0.993082215222009,0.995614123378848,1.00293646726631,1.00556899148744
"RegressionTrend1970On","WA",,0.998740140172863,0.992500868941454,1.00533247442311,0.998788947222492,0.00329968911428046,0.993486936102959,0.995561665906496,1.00200655014934,1.00427205035364
"RegressionTrend1970On","WY",,0.997600633542322,0.992429807101808,1.00265614990139,0.997579584062509,0.00260353295205418,0.993294100998984,0.995075717214427,1.00008204190666,1.00184427977183
"RegressionTrend1970On","YT",,1.02891170348559,1.01016064583897,1.04776345614665,1.02898834636373,0.00940049149621878,1.0135383635237,1.01994283914249,1.03808933158562,1.0449843596592
"RegressionTrend1993On","AB",,0.984075325601723,0.973861546154071,0.995585385973498,0.984237523997483,0.00545580851596406,0.975549868143083,0.979063578475935,0.989405553080828,0.993610313162992
"RegressionTrend1993On","AK",,1.0088729021986,1.0011804121279,1.01586126548362,1.00873395519207,0.00374527612945558,1.00247444612766,1.00525582779324,1.01224684184808,1.01467939676082
"RegressionTrend1993On","AZ",,0.943132298127019,0.92231467098903,0.964880622313063,0.943263667625403,0.0108115400505624,0.925772951943287,0.932891726064344,0.953416778195936,0.961281626702807
"RegressionTrend1993On","BC",,0.989857816465013,0.984430902693837,0.99537779060178,0.989833740305905,0.00280369602545884,0.985251745892353,0.987096668673034,0.992528943233339,0.994445875811236
"RegressionTrend1993On","CA",,0.99163215894361,0.984952387949004,0.998119682289315,0.991613686536067,0.00336406326129416,0.986045998193476,0.988345503208155,0.994817221090161,0.997071406381472
"RegressionTrend1993On","CO",,0.985148323296894,0.979214554438174,0.990843284033228,0.985111412977121,0.0029492654566673,0.980174744392898,0.982280833140875,0.987978269388936,0.989934911806374
"RegressionTrend1993On","ID",,0.977045331339839,0.956828565083736,0.998845207165014,0.977069504248985,0.0105334230954603,0.960050643970797,0.966894623521792,0.986812903783533,0.994440260745335
"RegressionTrend1993On","MT",,0.995694226529667,0.989826650832545,1.00067933390081,0.995559155085653,0.00277919792249885,0.99081554651377,0.99290633620648,0.998275259315404,0.99989919085675
"RegressionTrend1993On","NM",,0.968839830863539,0.951901959281765,0.981752040590925,0.968278006143309,0.00763120675297492,0.954753711705621,0.961150339313957,0.975549478227003,0.979737907687979
"RegressionTrend1993On","NV",,1.01167104566037,0.997699730392049,1.02541766794483,1.01168323650665,0.00699943670982112,1.00009094758797,1.00499860298359,1.01843768480501,1.02329244301529
"RegressionTrend1993On","OR",,0.997349166794885,0.991246139121517,1.00387674431555,0.997395261721507,0.00320556804735785,0.992203602423807,0.994381947984198,1.00044919432109,1.00276041188582
"RegressionTrend1993On","SD",,0.996831978185858,0.97533466104294,1.0183641831354,0.996847982635937,0.0110804184338133,0.978463571611957,0.986013255510582,1.00771146665418,1.01534855474624
"RegressionTrend1993On","UT",,0.992026754147587,0.981051176545787,1.00123944396399,0.991809657304635,0.00508746687011915,0.982886671477291,0.987092740413418,0.996673901665576,0.999721053702392
"RegressionTrend1993On","WA",,0.994775638912279,0.986968325188424,1.00154966402275,0.994647691731321,0.00374110755273626,0.988365615931294,0.990997677454101,0.998295413180312,1.00051954147156
"RegressionTrend1993On","WY",,0.994803285404864,0.986880338999815,1.00160178840161,0.99467277898882,0.003769523214731,0.98827735941252,0.991072847554486,0.998351908127578,1.00066205483995
"RegressionTrend1993On","YT",,1.02984615267652,1.01208001528678,1.04871235680964,1.03006828635515,0.00927245891617622,1.01505756348798,1.02106873445772,1.03914327797857,1.04568601632942
"RegressionTrend10Year","AB",,0.986838699159455,0.969631652099817,1.00733626228303,0.987253911325366,0.00933935444820527,0.973093555627231,0.978966320614161,0.995568929618866,1.00272144527482
"RegressionTrend10Year","AK",,1.00546487671031,0.985749498178296,1.02516787413166,1.00541263410234,0.009871902114901,0.989457942760318,0.996608105848927,1.01423940900117,1.02130306909338
"RegressionTrend10Year","AZ",,0.943829566168526,0.892577150619792,1.00474052861039,0.944870527431171,0.026074711801975,0.906785913574411,0.925575567797524,0.964153172084935,0.988469997399364
"RegressionTrend10Year","BC",,0.981337473317129,0.965661490263233,1.00113604184175,0.981897642368194,0.00890039123157958,0.968225930341373,0.9736765261019,0.99026250427148,0.997501416618071
"RegressionTrend10Year","CA",,0.99008858471006,0.970630528604878,1.01246647071698,0.990363510634827,0.0103216366725907,0.974270910579172,0.981194707241265,0.999374192994805,1.00770176032167
"RegressionTrend10Year","CO",,1.00442481446846,0.982441754887271,1.02822249671534,1.00479799603052,0.011747586699347,0.986090745243225,0.993499607691873,1.01630017214248,1.02452318789136
"RegressionTrend10Year","ID",,0.988236246345561,0.955486563403075,1.0490483840587,0.992204248557459,0.0234643520346266,0.960744298707911,0.971772003678265,1.0136748543918,1.03780857151781
"RegressionTrend10Year","MT",,0.992953304022029,0.971623934184988,1.00952572983854,0.992201510596081,0.00959143842191517,0.975524303941337,0.982969190860676,1.00097697523605,1.00664946692912
"RegressionTrend10Year","NM",,0.97333400470926,0.929890011352255,1.02131321301598,0.97415267093841,0.021758945058427,0.938793895420507,0.956118527348787,0.993529881548681,1.01171954458978
"RegressionTrend10Year","NV",,1.01144028918373,0.975395009660098,1.04393880830638,1.01098876629095,0.0162807909401024,0.984101219319842,0.99827152725811,1.02385068381546,1.03616936146355
"RegressionTrend10Year","OR",,0.982852138501253,0.957558323939996,1.00068623303476,0.982026014724933,0.0106888082298062,0.96287008826245,0.972827393835514,0.991782282983398,0.997898477285988
"RegressionTrend10Year","SD",,0.997300864728264,0.947572296797475,1.04858732360437,0.997314164089327,0.0243318751568326,0.958924134191031,0.978393204591652,1.01578454272237,1.03593456741651
"RegressionTrend10Year","UT",,0.973893570305241,0.932293392319072,1.00850560021221,0.972640340103077,0.0192182053879874,0.939716836768338,0.954124583169173,0.990797546243576,1.00280479590133
"RegressionTrend10Year","WA",,0.993456264298629,0.971610287071044,1.01571331360645,0.993373935956331,0.0109112957761452,0.9755188934814,0.983433914272929,1.00325275575725,1.01129597788232
"RegressionTrend10Year","WY",,1.00511237366889,0.980894627412357,1.03804494909513,1.00651295838643,0.0144518400057452,0.985113542773788,0.993427019529697,1.02031057345139,1.03178750233106
"RegressionTrend10Year","YT",,1.03346936656733,1.00267119942253,1.0797149297979,1.03539003897196,0.0188812851259959,1.00820077233115,1.01953881567615,1.05162897329907,1.06891710198406
"RegressionTrend1970On","BCR10",,0.987827276869579,0.981077379445544,0.993306390541505,0.987678455273467,0.00318285569455007,0.982528870853876,0.984877153139469,0.990626341496854,0.992445011440578
"RegressionTrend1970On","BCR11",,0.992223506820431,0.972099360811263,1.00995484676156,0.991937390161192,0.00961468606261561,0.975469736469418,0.982829626035728,1.00133623972087,1.00719746739834
"RegressionTrend1970On","BCR15",,0.999172765072974,0.992634757582314,1.00585793851075,0.999156433606725,0.00337200456685566,0.993626084822532,0.995889730436529,1.00242751333366,1.00475037578574
