"parameter","stratum","country","state","bcr","bcr_name","count_year","estimate_median","estimate_lcl95","estimate_ucl95","estimate_precision","estimate_mean","estimate_sd","effective_posterior_N","geweke_convergence_diag","quantile050","quantile165","quantile835","quantile950"
"RatioTrendSurveyWideAllYears",,,,,,,0.99552,0.98997885,0.999981075,0.0100022249999999,0.9953683706,0.00261709459413815,141.29470907581,0.993659860850603,0.99114195,0.993174833,0.997714165,0.9991951
"RatioTrendSurveyWide1993On",,,,,,,0.996567,0.991462975,1.00204025,0.0105772750000002,0.9966069367,0.00267582795377747,267.634678180441,0.962295034093061,0.992341,0.994166,0.999077,1.00104
"RatioTrendSurveyWide10Year",,,,,,,0.9967,0.984913975,1.0105205,0.0256065250000003,0.9968915273,0.00649325989817636,452.69872946744,2.20052947771711,0.98679695,0.990849666,1.00281,1.007731
"RegressionTrendSurveyWide1970On",,,,,,,0.99554,0.990941975,0.999321,0.0083790250000001,0.9954287678,0.00213669133270772,111.543210715973,0.562643319326708,0.991865,0.993587833,0.997325,0.998672
"RegressionTrendSurveyWide1993On",,,,,,,0.9964665,0.992715975,1.00076,0.00804402500000001,0.996541776,0.00202069483098859,113.605399347086,0.829754611831983,0.99338895,0.994686833,0.998434165,0.99993505
"RegressionTrendSurveyWide10Year",,,,,,,0.996892,0.98848595,1.00693,0.0184440500000002,0.9970854794,0.00464102058400755,344.980290026195,1.29133959566376,0.9899396,0.992758831,1.00143,1.00495
"RatioTrendPerStratumAllYears","CA-AB-BCR-06","CAN","AB",6,"Boreal Taiga Plains",,0.995209,0.9827197,1.00835025,0.02563055,0.9953283566,0.00658368561042051,885.603269295821,-0.0671214447924478,0.98476065,0.989037664,1.00174165,1.0061105
"RatioTrendPerStratumAllYears","CA-AB-BCR-10","CAN","AB",10,"Northern Rockies",,0.9762225,0.965480825,0.986824075,0.02134325,0.9761943801,0.00538826088230308,1031.46919364401,1.23542665529423,0.967257,0.971042332,0.981377165,0.985014
"RatioTrendPerStratumAllYears","CA-AB-BCR-11","CAN","AB",11,"Prairie Potholes",,0.991931,0.97044375,1.0117105,0.0412667500000002,0.9917749035,0.0104555155510253,566.348612344813,-0.75863749806969,0.97394795,0.981917833,1.00179,1.008491
"RatioTrendPerStratumAllYears","CA-BC-BCR-05","CAN","BC",5,"Northern Pacific Rainforest",,1.00027,0.9903858,1.00989025,0.01950445,1.0002802421,0.00494009977729889,1435.62889521286,-2.00293570988481,0.99208095,0.99567,1.00504,1.00831
"RatioTrendPerStratumAllYears","CA-BC-BCR-09","CAN","BC",9,"Great Basin",,0.9776915,0.963827975,0.9911532,0.0273252249999999,0.9776371426,0.00691592005113424,1380.96116571839,0.225485176357656,0.9663106,0.971012499,0.984264165,0.9888611
"RatioTrendPerStratumAllYears","CA-BC-BCR-10","CAN","BC",10,"Northern Rockies",,0.989353,0.98092895,0.99815325,0.0172243,0.9894081429,0.00441655223938854,755.107914180819,0.539944789569798,0.98221465,0.985219666,0.993656,0.996755
"RatioTrendPerStratumAllYears","CA-YT-BCR-04","CAN","YT",4,"Northwestern Interior Forest",,1.02879,1.0085195,1.04813075,0.0396112499999999,1.0286564571,0.010110866986529,291.830922417026,0.391016150652717,1.0118895,1.01897833,1.03844,1.0453305
"RatioTrendPerStratumAllYears","US-AK-BCR-02","USA","AK",2,"Western Alaska",,0.9998965,0.98145645,1.0163505,0.0348940500000001,0.9996178199,0.00877511819931818,1116.00001906445,1.86625551343885,0.9847709,0.991311998,1.0079833,1.01365
"RatioTrendPerStratumAllYears","US-AK-BCR-04","USA","AK",4,"Northwestern Interior Forest",,1.0107,1.00054,1.02084025,0.02030025,1.010767883,0.0051950378626869,535.584226679237,1.28305457450905,1.00224,1.00594,1.01584,1.019331
"RatioTrendPerStratumAllYears","US-AK-BCR-05","USA","AK",5,"Northern Pacific Rainforest",,1.012865,1.0027795,1.02364,0.0208605000000002,1.0129608,0.00524612498453242,1027.18797532161,2.27380537186762,1.00446,1.00809,1.01794,1.02168
"RatioTrendPerStratumAllYears","US-AZ-BCR-34","USA","AZ",34,"Sierra Madre Occidental",,0.9436355,0.921797725,0.9676513,0.045853575,0.9437930703,0.011560834569284,159.55634989236,0.207742702482769,0.92560965,0.932927666,0.95432197,0.96315835
"RatioTrendPerStratumAllYears","US-CA-BCR-05","USA","CA",5,"Northern Pacific Rainforest",,0.9826895,0.9715367,0.994584075,0.0230473750000001,0.9827497019,0.00581361699275849,1138.29678175174,-0.265100384705538,0.9732909,0.977341,0.988185165,0.9925731
"RatioTrendPerStratumAllYears","US-CA-BCR-09","USA","CA",9,"Great Basin",,0.987583,0.972331925,1.00237025,0.030038325,0.9875535269,0.00762928514895497,754.259377311481,1.91111467068009,0.9751138,0.980377664,0.994828165,0.9999451
"RatioTrendPerStratumAllYears","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",,1.0003,0.990878525,1.0122,0.021321475,1.0006563231,0.00533072895910399,1563.3419615391,0.189273228800117,0.9924927,0.995777,1.00553165,1.00996
"RatioTrendPerStratumAllYears","US-CA-BCR-32","USA","CA",32,"Coastal California",,0.9893705,0.9793828,0.999968025,0.020585225,0.9894482735,0.00525748210611385,1054.46777281461,-0.234617827279457,0.9810039,0.984487,0.994474495,0.9983111
"RatioTrendPerStratumAllYears","US-CO-BCR-16","USA","CO",16,"Southern Rockies And Colorado Plateau",,0.998118,0.989839,1.00793025,0.01809125,0.9983376238,0.00461584158398297,1544.21310894621,1.19388728525711,0.99102395,0.993969499,1.00278,1.0062605
"RatioTrendPerStratumAllYears","US-CO-BCR-18","USA","CO",18,"Shortgrass Prairie",,0.991908,0.9819907,1.00267,0.0206793,0.9920248618,0.00520912924462904,1613.04024371004,-0.306299480509741,0.9835987,0.987010833,0.99708366,1.0006805
"RatioTrendPerStratumAllYears","US-ID-BCR-09","USA","ID",9,"Great Basin",,1.0097,0.9926375,1.02851025,0.0358727499999998,1.0098646981,0.00908802687719444,550.966331476893,-0.846865117868683,0.9953268,1.00117,1.01851,1.0251205
"RatioTrendPerStratumAllYears","US-ID-BCR-10","USA","ID",10,"Northern Rockies",,0.975955,0.94943225,1.00369175,0.0542595,0.9759004028,0.0135619758544491,140.708381421365,-0.0396527909648543,0.9534725,0.962874666,0.98846633,0.9981272
"RatioTrendPerStratumAllYears","US-MT-BCR-10","USA","MT",10,"Northern Rockies",,0.997731,0.9918988,1.00357025,0.0116714500000001,0.997718834,0.00292272332902206,2539.4205053668,-0.54836883095861,0.9928817,0.994967499,1.00048,1.00247
"RatioTrendPerStratumAllYears","US-NM-BCR-16","USA","NM",16,"Southern Rockies And Colorado Plateau",,0.9767895,0.962771475,0.9977264,0.0349549250000001,0.9776839287,0.00873349493903794,382.280820361862,1.45580413396662,0.9649039,0.969623666,0.985613165,0.99325805
"RatioTrendPerStratumAllYears","US-NV-BCR-09","USA","NV",9,"Great Basin",,1.01193,0.997119925,1.02657,0.029450075,1.0118449416,0.00745274440527155,662.956726593539,0.95214275379733,0.9995448,1.00469,1.01896,1.0241305
"RatioTrendPerStratumAllYears","US-OR-BCR-05","USA","OR",5,"Northern Pacific Rainforest",,0.982727,0.9693778,0.99662725,0.02724945,0.982783898,0.00697934870402885,1176.52619014786,-1.51728764363968,0.9712846,0.976111831,0.98939033,0.9941887
"RatioTrendPerStratumAllYears","US-OR-BCR-09","USA","OR",9,"Great Basin",,0.9938505,0.9849405,1.00266,0.0177195000000001,0.9938513744,0.00448435041803067,1208.86700633617,-0.882246133549197,0.9864956,0.989667,0.998096165,1.00125
"RatioTrendPerStratumAllYears","US-OR-BCR-10","USA","OR",10,"Northern Rockies",,1.00519,0.992728525,1.0204605,0.027731975,1.0055709277,0.00703563538579146,763.220553772446,0.358727446393354,0.99480395,0.999112998,1.01198,1.0177905
"RatioTrendPerStratumAllYears","US-SD-BCR-17","USA","SD",17,"Badlands And Prairies",,0.996653,0.9736439,1.01905125,0.0454073500000001,0.9965235285,0.0116867959313707,452.784085254588,0.838879875063536,0.9773543,0.985252833,1.00796,1.015681
"RatioTrendPerStratumAllYears","US-UT-BCR-09","USA","UT",9,"Great Basin",,0.995205,0.9862334,1.00509025,0.01885685,0.9952922237,0.00478473671273554,2086.37420574152,-1.95529581349987,0.98759795,0.990787165,0.999787,1.0033805
"RatioTrendPerStratumAllYears","US-UT-BCR-16","USA","UT",16,"Southern Rockies And Colorado Plateau",,0.997873,0.979642875,1.01604025,0.0363973750000001,0.9978608942,0.00930721344835411,1049.08944937922,-0.148192293536457,0.98236545,0.988841831,1.00681165,1.01296
"RatioTrendPerStratumAllYears","US-WA-BCR-05","USA","WA",5,"Northern Pacific Rainforest",,1.00705,0.9935395,1.0188705,0.0253310000000001,1.0068091028,0.00641599196785075,537.516746711063,3.05965572915571,0.9958498,1.00076833,1.01286,1.01703
"RatioTrendPerStratumAllYears","US-WA-BCR-09","USA","WA",9,"Great Basin",,1.00033,0.990373625,1.01311025,0.0227366250000001,1.0007069281,0.00575699462054955,711.680504655178,0.576080190521589,0.99199595,0.995353,1.00602165,1.0109805
"RatioTrendPerStratumAllYears","US-WA-BCR-10","USA","WA",10,"Northern Rockies",,0.992373,0.980939925,1.00388025,0.0229403250000001,0.9923470809,0.00576505767056581,1872.11098886187,0.831027663161816,0.98291485,0.986909833,0.997853,1.0020105
"RatioTrendPerStratumAllYears","US-WY-BCR-10","USA","WY",10,"Northern Rockies",,1.00083,0.992629825,1.0115,0.018870175,1.00112904,0.00474464433969408,1059.12186197571,0.0572642790927774,0.99393195,0.996638833,1.00557,1.0095505
"RatioTrendPerStratumAllYears","US-WY-BCR-17","USA","WY",17,"Badlands And Prairies",,0.993583,0.976520925,1.01283025,0.0363093249999999,0.993873277,0.00918970675890708,616.466560256851,-0.0658329591236307,0.97929015,0.985181165,1.0026433,1.0094705
"RatioTrendPerStratum1993On","CA-AB-BCR-06","CAN","AB",6,"Boreal Taiga Plains",,0.9960235,0.98160475,1.0123705,0.0307657500000001,0.9962839496,0.0077459235549308,1074.78362153559,-0.238614853389652,0.98429695,0.989105499,1.00348,1.00941
"RatioTrendPerStratum1993On","CA-AB-BCR-10","CAN","AB",10,"Northern Rockies",,0.9752625,0.961382975,0.987140125,0.0257571500000001,0.975096183,0.00653172094313274,1116.09930220997,-0.0664415896859495,0.9642541,0.969189,0.98115333,0.98516125
"RatioTrendPerStratum1993On","CA-AB-BCR-11","CAN","AB",11,"Prairie Potholes",,0.9897965,0.961003775,1.01225,0.0512462250000001,0.9889918016,0.0128607623108803,715.690335646405,-0.135840801152453,0.96665755,0.977390666,1.00091165,1.0083305
"RatioTrendPerStratum1993On","CA-BC-BCR-05","CAN","BC",5,"Northern Pacific Rainforest",,0.99545,0.981459975,1.00845,0.026990025,0.9953277881,0.0069764076479923,1673.58889864126,-1.24357858064691,0.983678,0.988593332,1.00206,1.0065205
"RatioTrendPerStratum1993On","CA-BC-BCR-09","CAN","BC",9,"Great Basin",,0.970707,0.953761675,0.98719925,0.0334375750000001,0.9706477574,0.00854985805798122,2629.25231616028,-0.165856881480248,0.95635925,0.962471332,0.978995495,0.98466135
"RatioTrendPerStratum1993On","CA-BC-BCR-10","CAN","BC",10,"Northern Rockies",,0.9901375,0.9787263,1.00302025,0.0242939500000001,0.990327909,0.00604496086567198,1723.85793285228,-0.0526191280629326,0.98084775,0.984697666,0.995983165,1.0006615
"RatioTrendPerStratum1993On","CA-YT-BCR-04","CAN","YT",4,"Northwestern Interior Forest",,1.028075,1.00333925,1.04967025,0.0463310000000001,1.0276460699,0.0115778915567604,423.430797327622,0.358847345001732,1.008028,1.01689,1.03854,1.0459905
"RatioTrendPerStratum1993On","US-AK-BCR-02","USA","AK",2,"Western Alaska",,0.9990785,0.97208135,1.02121,0.0491286499999999,0.9983480991,0.0123682737731622,1311.05175867619,2.16228121660819,0.97705985,0.986953833,1.00967,1.0174005
"RatioTrendPerStratum1993On","US-AK-BCR-04","USA","AK",4,"Northwestern Interior Forest",,1.01153,0.99893,1.02586175,0.0269317499999998,1.0117169227,0.00667031171347788,779.568132786923,1.78016046542429,1.0013095,1.00575,1.01766,1.023
"RatioTrendPerStratum1993On","US-AK-BCR-05","USA","AK",5,"Northern Pacific Rainforest",,1.01362,1.0001795,1.02856075,0.0283812499999998,1.0138091483,0.00720359272759958,2716.35831692391,3.66456872162933,1.0022495,1.0071,1.02065165,1.025821
"RatioTrendPerStratum1993On","US-AZ-BCR-34","USA","AZ",34,"Sierra Madre Occidental",,0.9431265,0.913180975,0.972616025,0.0594350499999999,0.9431153659,0.014644772896926,264.786336968264,1.10393187074926,0.919638,0.930960831,0.95604997,0.96642945
"RatioTrendPerStratum1993On","US-CA-BCR-05","USA","CA",5,"Northern Pacific Rainforest",,0.9809025,0.9613233,0.997133075,0.035809775,0.9803539981,0.00890798911195441,1392.30003641113,-0.540917308519861,0.96486125,0.972046165,0.988541,0.99401835
"RatioTrendPerStratum1993On","US-CA-BCR-09","USA","CA",9,"Great Basin",,0.9879205,0.969148925,1.00765025,0.0385013249999999,0.9880129304,0.00950818432288035,930.058330394607,1.60990933660454,0.97272185,0.979365,0.996634495,1.00372
"RatioTrendPerStratum1993On","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",,0.9976795,0.9804319,1.01226,0.0318281,0.9972883282,0.00780703206011372,2798.18819376854,-0.404439031128072,0.98360905,0.990167833,1.00429165,1.00948
"RatioTrendPerStratum1993On","US-CA-BCR-32","USA","CA",32,"Coastal California",,0.9872705,0.97092625,1.0026705,0.03174425,0.9871709891,0.00804462204887042,1180.10784956535,-0.481607027897422,0.97383655,0.979577831,0.994809,1.000191
"RatioTrendPerStratum1993On","US-CO-BCR-16","USA","CO",16,"Southern Rockies And Colorado Plateau",,0.9870955,0.974078675,0.999222075,0.0251434,0.9869967936,0.00638881483842684,3469.99729062506,-0.664129821694698,0.9765448,0.980878664,0.993183155,0.9972108
"RatioTrendPerStratum1993On","US-CO-BCR-18","USA","CO",18,"Shortgrass Prairie",,0.9904665,0.973564875,1.0076805,0.0341156249999999,0.9905493486,0.00866634999104553,2607.12704336051,1.19493531883391,0.9762353,0.982401499,0.99888933,1.004921
"RatioTrendPerStratum1993On","US-ID-BCR-09","USA","ID",9,"Great Basin",,1.01178,0.988066625,1.03858025,0.0505136249999999,1.012240765,0.0127663080583824,963.788467916812,-0.781329728626721,0.99212155,1.00032833,1.02442165,1.03392
"RatioTrendPerStratum1993On","US-ID-BCR-10","USA","ID",10,"Northern Rockies",,0.9789665,0.9494258,1.01646075,0.0670349499999998,0.9799762419,0.0165522049617957,253.030755458802,-0.778385053678658,0.954365,0.964637497,0.995056815,1.0095115
"RatioTrendPerStratum1993On","US-MT-BCR-10","USA","MT",10,"Northern Rockies",,0.9955015,0.984933875,1.00401,0.0190761250000001,0.9951612268,0.00481086823663679,1761.22308182334,0.667733393420234,0.986664,0.990559833,0.999637165,1.00248
"RatioTrendPerStratum1993On","US-NM-BCR-16","USA","NM",16,"Southern Rockies And Colorado Plateau",,0.9735155,0.94957915,0.998624175,0.049045025,0.9736367286,0.0118179675482478,966.876241379406,-0.842737987085151,0.9546366,0.963433332,0.98409665,0.99311325
"RatioTrendPerStratum1993On","US-NV-BCR-09","USA","NV",9,"Great Basin",,1.01137,0.99090675,1.0291705,0.03826375,1.0110957249,0.00948805728779762,850.939602080036,1.73983695462198,0.9951279,1.00276,1.01965,1.02601
"RatioTrendPerStratum1993On","US-OR-BCR-05","USA","OR",5,"Northern Pacific Rainforest",,0.978264,0.95702785,0.99917045,0.0421426000000001,0.9782027382,0.0107611098872403,1441.66708756033,-0.860770860973377,0.96057595,0.967916332,0.988650815,0.99574515
"RatioTrendPerStratum1993On","US-OR-BCR-09","USA","OR",9,"Great Basin",,0.9947715,0.983812975,1.007411,0.023598025,0.9949386376,0.00585512040263556,1562.0985182805,-0.97846901850664,0.985924,0.989673499,1.00016,1.00475
"RatioTrendPerStratum1993On","US-OR-BCR-10","USA","OR",10,"Northern Rockies",,1.00242,0.981808925,1.01951075,0.0377018249999997,1.0019658652,0.00935674941193707,1500.1421027318,2.44376443633464,0.9858149,0.993585833,1.01038,1.0161705
"RatioTrendPerStratum1993On","US-SD-BCR-17","USA","SD",17,"Badlands And Prairies",,0.997077,0.967902625,1.02522225,0.0573196249999999,0.9968933926,0.0146320578093869,649.324701291643,0.202670962842489,0.97335285,0.983632499,1.01009,1.0198425
"RatioTrendPerStratum1993On","US-UT-BCR-09","USA","UT",9,"Great Basin",,0.993445,0.97828965,1.00578025,0.0274905999999999,0.9930576979,0.00681393199531367,2563.45973075344,-1.11183838455442,0.9812078,0.986999,0.999167155,1.00348
"RatioTrendPerStratum1993On","US-UT-BCR-16","USA","UT",16,"Southern Rockies And Colorado Plateau",,0.988712,0.956188725,1.01925,0.063061275,0.9885341274,0.0157749196721579,1297.73316949969,-0.993704424052412,0.9621282,0.973523998,1.00387,1.0133905
"RatioTrendPerStratum1993On","US-WA-BCR-05","USA","WA",5,"Northern Pacific Rainforest",,1.004415,0.984190875,1.02036,0.0361691249999999,1.0037798056,0.00907321101935962,876.484570328498,2.61240517436865,0.98803765,0.995425666,1.01207,1.0174505
"RatioTrendPerStratum1993On","US-WA-BCR-09","USA","WA",9,"Great Basin",,0.9973245,0.9824217,1.01192025,0.02949855,0.9972979113,0.00733438902543831,2422.11025017937,1.88319007208665,0.9850398,0.990611998,1.00408165,1.0093015
"RatioTrendPerStratum1993On","US-WA-BCR-10","USA","WA",10,"Northern Rockies",,0.991999,0.97523695,1.00783,0.0325930499999999,0.9918926273,0.00805837353631611,2862.65057376794,0.429909860116825,0.97856155,0.984892499,0.999029165,1.0044705
"RatioTrendPerStratum1993On","US-WY-BCR-10","USA","WY",10,"Northern Rockies",,0.997152,0.9829688,1.0108705,0.0279017,0.9969862,0.00697700001829766,4171.31866588823,1.04419198161022,0.98544175,0.990370666,1.0034,1.0085905
"RatioTrendPerStratum1993On","US-WY-BCR-17","USA","WY",17,"Badlands And Prairies",,0.994489,0.97403965,1.02173025,0.0476906,0.9953639165,0.0117704787254075,697.491154315699,-0.154485113424872,0.9781182,0.984884833,1.00566165,1.015901
"RatioTrendPerStratum10Year","CA-AB-BCR-06","CAN","AB",6,"Boreal Taiga Plains",,0.995587,0.963553975,1.0343105,0.0707565249999998,0.9964434472,0.0169329980239832,3343.16805265441,0.592173137708758,0.97090465,0.982970833,1.0099666,1.0242815
"RatioTrendPerStratum10Year","CA-AB-BCR-10","CAN","AB",10,"Northern Rockies",,0.9775445,0.951467775,1.00989125,0.058423475,0.9784039287,0.0142568798894932,3111.78270409468,0.809314297985463,0.95691175,0.966929666,0.98967366,1.0026015
"RatioTrendPerStratum10Year","CA-AB-BCR-11","CAN","AB",11,"Prairie Potholes",,0.990051,0.93046595,1.04294375,0.1124778,0.9888444425,0.0266418768965392,1781.58135852333,-0.491453731971273,0.9440036,0.968359,1.00903165,1.029114
"RatioTrendPerStratum10Year","CA-BC-BCR-05","CAN","BC",5,"Northern Pacific Rainforest",,0.9497895,0.91131235,0.987891075,0.076578725,0.949763396,0.0194336310550031,1629.97284148344,-0.433494035344666,0.9177448,0.931356829,0.968601495,0.98133735
"RatioTrendPerStratum10Year","CA-BC-BCR-09","CAN","BC",9,"Great Basin",,0.937856,0.89422965,0.98250215,0.0882725,0.9379033888,0.0223740180224939,2568.9265611239,-1.24878172718246,0.90146985,0.916293332,0.95927566,0.97505505
"RatioTrendPerStratum10Year","CA-BC-BCR-10","CAN","BC",10,"Northern Rockies",,0.9956035,0.96913255,1.03229025,0.0631576999999999,0.9970948834,0.0157248957108566,2067.37244683551,-1.11451754157728,0.9736988,0.982913163,1.01171165,1.0253305
"RatioTrendPerStratum10Year","CA-YT-BCR-04","CAN","YT",4,"Northwestern Interior Forest",,1.030905,0.9825184,1.08593225,0.10341385,1.0315984018,0.0244036221139933,1868.10133244469,0.889845880537048,0.99347685,1.0121,1.05079165,1.073064
"RatioTrendPerStratum10Year","US-AK-BCR-02","USA","AK",2,"Western Alaska",,1.01436,0.9544676,1.11459125,0.16012365,1.0208038365,0.0388817469988777,921.075596893472,1.33186972587552,0.96667355,0.989332662,1.05448495,1.0947335
"RatioTrendPerStratum10Year","US-AK-BCR-04","USA","AK",4,"Northwestern Interior Forest",,1.01014,0.977495975,1.04208025,0.0645842749999999,1.0100881602,0.0153183156709031,2961.19323876755,2.37316855431047,0.98526355,0.99760366,1.02218,1.034511
"RatioTrendPerStratum10Year","US-AK-BCR-05","USA","AK",5,"Northern Pacific Rainforest",,0.9909905,0.9449448,1.02880025,0.0838554499999998,0.989784053,0.0212915840897312,1651.86966012572,0.665334855122206,0.95339455,0.969189165,1.0103,1.0231705
"RatioTrendPerStratum10Year","US-AZ-BCR-34","USA","AZ",34,"Sierra Madre Occidental",,0.9434735,0.8744718,1.0264745,0.1520027,0.9447294022,0.0358699187862756,837.01244540636,0.647116465333843,0.8913713,0.918726988,0.96921699,1.0046035
"RatioTrendPerStratum10Year","US-CA-BCR-05","USA","CA",5,"Northern Pacific Rainforest",,0.9791015,0.9233155,1.027601,0.1042855,0.9777145078,0.0253697886242598,2430.37424459516,-1.06988383244861,0.9334868,0.955376,0.99946066,1.0181205
"RatioTrendPerStratum10Year","US-CA-BCR-09","USA","CA",9,"Great Basin",,0.9901785,0.9542268,1.0482345,0.0940077,0.992760442,0.0224324038147169,1633.66372029383,1.2674611273426,0.96212715,0.975680666,1.00889495,1.0320515
"RatioTrendPerStratum10Year","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",,0.990737,0.9401279,1.02992025,0.08979235,0.9887051104,0.0220838210712078,1659.16747506627,-1.06122792981166,0.9491645,0.968475,1.00762,1.021824
"RatioTrendPerStratum10Year","US-CA-BCR-32","USA","CA",32,"Coastal California",,0.9635745,0.9113979,1.00929125,0.0978933499999999,0.9627546852,0.0246885370561542,1131.82753885526,-0.469155934049765,0.92053655,0.939579161,0.98662528,1.0013105
"RatioTrendPerStratum10Year","US-CO-BCR-16","USA","CO",16,"Southern Rockies And Colorado Plateau",,1.010655,0.9736048,1.0517305,0.0781257000000001,1.0112084424,0.0200441461250429,3015.4721802769,0.0545801310240987,0.9796419,0.991931829,1.03054,1.0450625
"RatioTrendPerStratum10Year","US-CO-BCR-18","USA","CO",18,"Shortgrass Prairie",,0.9909765,0.9432399,1.04269075,0.09945085,0.9913957033,0.0252771307493624,3798.75979664611,0.993730694044664,0.95061485,0.96736766,1.01531165,1.0336415
"RatioTrendPerStratum10Year","US-ID-BCR-09","USA","ID",9,"Great Basin",,1.02555,0.958509575,1.10630225,0.147792675,1.027378142,0.0373014281176364,1402.08430972358,0.808053426360162,0.9694964,0.992566332,1.06239,1.091981
"RatioTrendPerStratum10Year","US-ID-BCR-10","USA","ID",10,"Northern Rockies",,0.9902315,0.9401854,1.0963815,0.1561961,0.9984434293,0.0392073240300121,400.148007997066,-2.38288134298221,0.94898035,0.96572966,1.0334033,1.0753045
"RatioTrendPerStratum10Year","US-MT-BCR-10","USA","MT",10,"Northern Rockies",,0.994067,0.96483995,1.01932025,0.0544803,0.9932432375,0.013386178320697,4072.67322035767,0.19533738540811,0.97030265,0.980908833,1.00513,1.0142805
"RatioTrendPerStratum10Year","US-NM-BCR-16","USA","NM",16,"Southern Rockies And Colorado Plateau",,0.974335,0.91463155,1.04478025,0.1301487,0.9764580802,0.0312439951376482,1745.30594828429,0.466114212117935,0.9266064,0.950729829,1.0038033,1.031015
"RatioTrendPerStratum10Year","US-NV-BCR-09","USA","NV",9,"Great Basin",,1.009515,0.953724775,1.050651,0.0969262249999999,1.0073879371,0.022698372436271,1339.45859844108,3.71645302182047,0.96675425,0.989886998,1.02476165,1.03953
"RatioTrendPerStratum10Year","US-OR-BCR-05","USA","OR",5,"Northern Pacific Rainforest",,0.9291855,0.866451875,0.98820585,0.121753975,0.9287876716,0.0310675494266782,1038.40687212016,-2.23764031038927,0.8767523,0.898394833,0.95960298,0.9790212
"RatioTrendPerStratum10Year","US-OR-BCR-09","USA","OR",9,"Great Basin",,0.993717,0.964810975,1.02438225,0.0595712749999999,0.9938310654,0.0141342120341569,3653.6107675431,0.224693920856379,0.9717579,0.982738831,1.00504,1.0164605
"RatioTrendPerStratum10Year","US-OR-BCR-10","USA","OR",10,"Northern Rockies",,1.00241,0.943974875,1.05198275,0.108007875,1.0011494699,0.0253786577289562,2594.47542240995,2.55958996371875,0.9558549,0.981211165,1.02097165,1.041195
"RatioTrendPerStratum10Year","US-SD-BCR-17","USA","SD",17,"Badlands And Prairies",,0.9951165,0.91517295,1.05805125,0.1428783,0.9930234682,0.0341723229112114,1279.05313784018,2.27484773837229,0.93502205,0.969425827,1.01769,1.042545
"RatioTrendPerStratum10Year","US-UT-BCR-09","USA","UT",9,"Great Basin",,0.997414,0.964798375,1.042036,0.077237625,0.9989776898,0.0185364889342231,2907.39868308538,-2.29344229438145,0.97128565,0.984118332,1.01437,1.0317535
"RatioTrendPerStratum10Year","US-UT-BCR-16","USA","UT",16,"Southern Rockies And Colorado Plateau",,0.8965795,0.819289775,0.97648225,0.157192475,0.8969600289,0.0402204747232049,1082.33211684017,-2.16048296737826,0.8311687,0.857508499,0.936625,0.964142
"RatioTrendPerStratum10Year","US-WA-BCR-05","USA","WA",5,"Northern Pacific Rainforest",,0.992281,0.93492825,1.03273,0.0978017499999999,0.9900176205,0.0249099387291223,712.493539824631,2.00619702301232,0.9450587,0.966335833,1.0134,1.0261905
"RatioTrendPerStratum10Year","US-WA-BCR-09","USA","WA",9,"Great Basin",,0.996666,0.9561664,1.0377005,0.0815341000000002,0.996691842,0.0199758414027648,3826.59312772871,0.58123955216488,0.96330495,0.978771998,1.01457,1.029401
"RatioTrendPerStratum10Year","US-WA-BCR-10","USA","WA",10,"Northern Rockies",,0.9892845,0.9406741,1.02688425,0.08621015,0.9876260044,0.0205874106297131,3240.76881944742,-0.995933256064483,0.95087945,0.970966332,1.00391165,1.018252
"RatioTrendPerStratum10Year","US-WY-BCR-10","USA","WY",10,"Northern Rockies",,1.02145,0.98318675,1.08269275,0.0995059999999998,1.02450202,0.0258269031909217,812.382601251301,0.576253105390024,0.98867755,0.999725332,1.04949,1.0702
"RatioTrendPerStratum10Year","US-WY-BCR-17","USA","WY",17,"Badlands And Prairies",,1.00064,0.960175075,1.10501525,0.144840175,1.0091387386,0.0356108818545977,351.089854474575,1.05282796931894,0.96996015,0.983950998,1.0343633,1.0783915
"RegressionTrendPerStratum1970On","CA-AB-BCR-06","CAN","AB",6,"Boreal Taiga Plains",,0.9953275,0.983823225,1.00717025,0.0233470249999999,0.9953236282,0.00601255687147972,865.293977326519,-0.208219149128991,0.9856158,0.989586,1.00121165,1.00522
"RegressionTrendPerStratum1970On","CA-AB-BCR-10","CAN","AB",10,"Northern Rockies",,0.976112,0.966660825,0.9856694,0.019008575,0.976155097,0.00485989031746405,905.983544728395,1.1346252607907,0.96816785,0.971449,0.98101533,0.9841381
"RegressionTrendPerStratum1970On","CA-AB-BCR-11","CAN","AB",11,"Prairie Potholes",,0.9922235,0.972099425,1.00995025,0.037850825,0.9919373994,0.00961469293547662,462.594900410719,-0.906454690903413,0.9754701,0.982829833,1.00134,1.0072005
"RegressionTrendPerStratum1970On","CA-BC-BCR-05","CAN","BC",5,"Northern Pacific Rainforest",,1.0059,1.00089,1.01072,0.00983000000000001,1.0058922669,0.0024825828837809,569.655181458911,-2.43127625947215,1.00174,1.00353,1.00833,1.0100005
"RegressionTrendPerStratum1970On","CA-BC-BCR-09","CAN","BC",9,"Great Basin",,0.982742,0.9759088,0.989682125,0.0137733249999999,0.9827431751,0.00353517970176798,529.162513730807,0.330253468456969,0.9769665,0.979308833,0.986228,0.988651
