"parameter","stratum","country","state","bcr","bcr_name","count_year","estimate_median","estimate_lcl95","estimate_ucl95","estimate_precision","estimate_mean","estimate_sd","effective_posterior_N","geweke_convergence_diag","quantile050","quantile165","quantile835","quantile950"
"StratumIndex","US-CA-BCR-09","USA","CA",9,"Great Basin",2019,28797.3,11593.6325,77142.1,65548.4675,32872.703051,17249.130007333,42.323074692967,0.514897060989733,13241.035,18345.0493,46918.128,66154.47
"StratumIndex","US-CA-BCR-09","USA","CA",9,"Great Basin",2020,27923.15,11183.1975,75310.635,64127.4375,31921.686251,16917.5832609271,43.0390283796617,0.539038670196878,12798.95,17597.3326,45722.0495,63998.9999999999
"StratumIndex","US-CA-BCR-09","USA","CA",9,"Great Basin",2021,28189.9,11131.5425,75938.6399999999,64807.0974999999,32177.571356,17056.0448909195,47.0867897180562,0.603399601565236,12804.5,17896.4491,46029.4435,64189.08
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1966,129879.5,48461.07,328462.725,280001.655,146041.70767,72970.98505335,25.7958135226752,-1.5268899530718,57051.35,81273.4292,211322.29,284230.85
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1967,126314,45320.4625,319621.65,274301.1875,142126.4533,71417.1669817445,27.5112246163426,-1.6891548445203,54621.475,79073.3415,206360.165,276702.1
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1968,143026.5,56009.2575,366598.45,310589.1925,160060.09243,79667.1454419417,20.5490319051083,-1.41612447776594,65816.56,91487.3151,226737.21,304649.45
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1969,140373,54766.675,363097.775,308331.1,158467.55947,80290.1520503407,22.1571982450985,-1.21192043754511,64032.69,89730.1801,223937.3,305254.3
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1970,127972.5,48698.505,320568.9,271870.395,144029.99661,70867.0098090827,25.0536453261999,-1.58405944712699,57933.305,81174.0765,208408.045,280047.6
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1971,131638,50506.1525,332580.725,282074.5725,148046.4033,73857.2398195612,26.6874984595925,-1.51399224448051,59323.765,82175.721,213599.125,285791.5
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1972,134725,52712.7125,343394.9,290682.1875,152568.80419,76266.7220318834,20.9460102492072,-1.53267457453096,61720.16,86669.4282,217847.445,291958.1
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1973,142908,57140.88,369490.6,312349.72,160926.48094,80435.4723716038,21.1977349208131,-1.31265758541952,67086.23,91423.4825,226684.165,307112.75
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1974,129731.5,49997.1875,324136.8,274139.6125,146107.00127,71737.5623885521,23.6898366952105,-1.51030362470068,58637.005,82263.0717,210087.405,279802.1
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1975,138035.5,55145.5725,351594.55,296448.9775,155648.97155,76955.5830940624,22.4259461991211,-1.42273162596337,64756.995,89572.392,219647.64,298627.8
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1976,159126,65321.7075,425982.15,360660.4425,179050.67161,92650.2387527146,24.2123620946879,-1.30544918653164,76155.59,102058.833,250548.64,344529.2
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1977,141608,56202.1825,366899.65,310697.4675,159538.80668,79329.0989493427,22.5748415424458,-1.42265317565295,67504.05,91982.3978,223992.28,307661.35
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1978,121065,45078.55,296963.275,251884.725,135928.74475,66578.6136730431,20.9557948457381,-1.5408110164707,53653.935,76515.689,198984.385,260855.45
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1979,136673.5,54576.7625,337199.125,282622.3625,152519.58309,73766.4300217659,20.7882626837576,-1.30914392470818,63729.955,86862.0823,216792.825,286365.8
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1980,144468,59091.3425,375549.675,316458.3325,162683.84241,80942.260548078,20.7906929190681,-1.31536650365773,68865.985,93690.9318,227285.815,310931.9
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1981,140552.5,56268.8225,360824.725,304555.9025,157699.69111,78515.000187151,21.9581300990395,-1.14362282379703,65497.75,90650.5823,220702.165,300498.15
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1982,126473.5,49098.9325,317322.525,268223.5925,141815.04243,69351.9230955271,21.7285911964104,-1.33244682196528,57508.795,80334.0029,204156.31,274420.6
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1983,122641,45595.2975,301080.725,255485.4275,137225.34539,66767.1248756318,26.6009610395048,-1.48223027886958,54573.995,76901.7417,199163.6,265001.9
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1984,129595,51502.7625,329415.6,277912.8375,146042.39139,71410.8572435812,19.5500285266491,-1.40886109733051,60241.875,83704.0084,208503.59,282784.4
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1985,148702.5,61046.5975,393413.625,332367.0275,167976.62971,84587.4181685218,22.4620683631668,-1.45149402818576,71857.285,97632.1151,232925.21,324804.35
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1986,140187.5,56745.685,366110.175,309364.49,157292.5967,77454.7215737852,19.7751438866415,-1.22103334838224,66679.2,90415.1139,219868.815,303109.2
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1987,152464.5,62479.575,404657.95,342178.375,171645.29417,86678.737655111,20.4197313261638,-1.31221921549106,73181.52,98797.2467,237914.17,335395.3
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1988,136532,56206.06,348638.05,292431.99,153649.60049,75232.5960541809,22.614549030957,-1.47523219232311,64821.215,89107.7165,215490.99,295450.6
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1989,150773.5,61449.0275,398473.775,337024.7475,169600.78917,85906.6138973389,21.9764971520787,-1.30452892491399,71862.395,97809.1819,234748.015,326903.3
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1990,156473.5,65262.475,419902.45,354639.975,176799.62492,89537.6126029508,25.7112872900341,-1.44091346921229,74983.135,102079.153,244842.94,342663
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1991,162052,68084.7625,441666.15,373581.3875,182518.4765,94983.9178275284,27.2862343857192,-1.41082316354387,78508.42,104827.499,251144.63,357344.05
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1992,136007.5,55072.2825,347890.45,292818.1675,152481.89939,73984.1962589672,19.9667942101759,-1.41811363061089,64468.69,88652.566,213784.475,293473.1
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1993,144169.5,60001.17,373470.625,313469.455,161648.4316,79665.5640583973,23.8808250703704,-1.33497528066553,69410.84,94438.3986,224021.65,309727.15
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1994,148700,62502.53,392072.975,329570.445,167432.05859,83431.6792199067,23.0398333823153,-1.34840745175634,72017.66,97811.333,232081.465,317605.05
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1995,128276.5,50925.7575,317838.975,266913.2175,143287.95318,68520.3549396505,20.5527178645379,-1.5005865089275,59986.415,82083.8133,203858.32,274267.4
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1996,152222.5,62047.435,407204.525,345157.09,170817.72709,85396.8121526583,21.22283643271,-1.24714089393036,72210.94,98982.8151,235437.2,329056.1
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1997,140602.5,57890.8875,362913.225,305022.3375,158313.6513,78107.4738568094,20.7990912660582,-1.34342280042333,67426.505,92382.4266,221659.95,301683.1
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1998,136367.5,56370.105,337750.675,281380.57,152910.37458,72059.4881089463,20.563998958766,-1.38817545567649,65757.945,89582.9926,215310.465,293248
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",1999,133228,54987.4325,343821.625,288834.1925,149861.20639,72716.7086856138,22.8596374804037,-1.4493866530162,62821.925,87414.3318,211373.415,287231.9
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2000,158077.5,66729.23,433331.6,366602.37,179261.16748,92755.1062342792,21.3122796179064,-1.18590938873516,77871.6,104473.155,246814.26,347305.65
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2001,135294,55181.085,338453.1,283272.015,151715.65571,73498.0530140027,19.2816557137063,-1.19216255878092,65191.76,88724.631,211667.155,290099.25
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2002,131875.5,53514.7925,332353.025,278838.2325,147669.52269,70471.1202175449,21.0130971001985,-1.32261315012135,62782.225,85938.4976,208135.145,284410.2
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2003,127922,53264.08,323631.175,270367.095,143850.53177,69057.9524072213,20.4140529311156,-1.45486290791559,61285.645,83543.9648,203386.21,278617.65
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2004,150294,63229.1875,390783.675,327554.4875,168468.16795,83150.5931751633,22.5572105077156,-1.30297601351198,73049.935,98505.066,232396.445,321796.1
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2005,138663.5,58444.5575,350508.775,292064.2175,155617.85944,75427.9489181004,21.8743119923699,-1.42538561314208,67950.775,91256.3292,217404.31,300280.6
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2006,143821.5,60864.27,370281.2,309416.93,161044.1602,78733.5097394424,21.771776690419,-1.36857780410248,70649.6,94923.8827,222713.455,306972.05
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2007,159579,67309.09,433615.8,366306.71,179363.73164,91178.8253995783,22.8372124493291,-1.25542147177622,77718.25,104479.662,247823.27,343712.9
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2008,136839.5,57658.405,338544.7,280886.295,153245.3386,73525.4059036031,21.3418738910184,-1.33693186995397,65974.83,89305.6827,214333.96,298363.45
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2009,120514,49722.755,303029.975,253307.22,135386.98528,65331.5032930792,25.4254774637569,-1.4405942993277,57587.175,78017.2389,194735.825,265534.95
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2010,133175,54951.5975,337323.725,282372.1275,148857.72217,71838.4008935094,21.0530329860317,-1.31502764430638,63488.465,86846.9992,208788.135,289249.3
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2011,127726.5,53050.885,322894.25,269843.365,143417.33441,69612.8817514613,23.3416502665602,-1.60143291435438,60665.52,82910.1322,201386.63,277143.55
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2012,148639.5,61513.895,378820.5,317306.605,165879.57791,81495.103542811,21.8791328393832,-1.35739346955186,71198.115,97762.8904,229285.6,314835.8
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2013,124559,50726.4525,311126.35,260399.8975,139971.20234,67325.7593372208,23.9031357701197,-1.49010732141252,58711.775,80473.2975,199381.99,268880.95
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2014,117256.5,47281.4875,293544.475,246262.9875,131712.28501,63588.8449852142,25.6650780911605,-1.49921378387402,55574.395,75724.8831,188103.725,255754.95
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2015,133852.5,55877.6975,339146.725,283269.0275,149727.26627,72163.7606096816,20.374710333167,-1.32071598040069,64391.54,87707.5115,209485.16,290593.3
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2016,126154.5,49757.8475,314283.125,264525.2775,141692.97392,69457.7157215552,20.9231888554085,-1.48531293554507,58465.325,81619.2405,200572.795,275092.7
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2017,121868,48517.325,308204.75,259687.425,136758.76506,66966.621130347,21.8383039952578,-1.35529027060592,57198.93,78474.7817,193390.64,265916.3
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2018,140934,58330.575,372324.675,313994.1,157799.12139,78221.7113810827,20.5074193627404,-1.16052571490093,68057.83,92086.999,218250.93,306527.3
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2019,133773.5,56553.41,343629.1,287075.69,150734.41418,74222.6258142898,22.6729754883428,-1.36142088450989,64640.795,87242.5791,211316.64,294099.6
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2020,128298,52974.0225,331664.225,278690.2025,144852.21687,71303.6958781333,26.3722314979014,-1.28472337036377,61134.475,83901.5163,204526.455,284422.7
"StratumIndex","US-CA-BCR-15","USA","CA",15,"Sierra Nevada",2021,133279,54619.7875,347073.125,292453.3375,150237.00271,75599.5031153305,20.6695787172389,-1.36817743062631,62922.09,86504.5143,211597.57,291756.15
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1966,42688.35,22080.87,82958.2124999999,60877.3424999999,45049.201084,15698.4786544194,47.9267894126276,-1.08401707894908,24405.355,30851.7992,58778.7745,75453.105
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1967,38640.9,20501.2725,76149.625,55648.3525,41063.17145,14209.0768038149,39.3815531487051,-1.27883949544341,22666.58,28074.2332,53770.698,68622.87
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1968,36409.15,18544.7925,71691.0975,53146.305,38674.53029,13658.3568122669,63.383766446806,-1.23122912752975,20680.38,26223.965,50981.6355,64615.875
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1969,39122.05,20464.035,78321.155,57857.12,41653.428726,14598.4998174254,64.5674322170628,-0.681858562820367,22773.305,28329.9664,54297.2445,69772.54
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1970,37756.7,20215.6875,74098.0525,53882.365,40119.7806,13677.2873654504,43.8036524438307,-1.28184074667319,22233.74,27927.7328,52142.6795,67098.825
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1971,38883.2,21120.04,76161.08,55041.04,41475.66251,14105.1223900258,47.404355397013,-1.36043848086322,23418.755,28731.733,53877.6465,68464.345
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1972,40871.3,23036.995,78640.09,55603.095,43513.1177,14156.3581629836,41.458658718738,-1.31430115032191,25327.88,30728.8151,56286.754,71459.035
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1973,46198.65,26118.7175,85352.1425,59233.425,48608.13255,15024.3438062444,41.5601168170053,-0.868292429245114,28753.315,34879.7161,62106.8055,76454.125
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1974,43175.5,24857.1875,79290.14,54432.9525,45580.40075,13888.7274808385,32.5786336562213,-1.19841258528421,27227.22,33061.9483,58361.531,72486.745
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1975,65510.25,37299.53,119112.375,81812.845,69179.41036,21475.1735793451,43.6598955174576,-1.169055345071,40484.69,48967.0328,90048.265,109947.2
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1976,62679.45,36959.37,114236.225,77276.855,66252.07651,19979.7439200561,38.0969088706285,-1.00486792759846,39680.345,48020.7473,84900.0125,103290.4
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1977,54347.7,32465.2525,100007.225,67541.9725,57601.17314,17549.9415374013,31.0256292021085,-1.39688487399327,35324.045,41714.8447,73555.377,90205.73
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1978,43710.2,25398.5925,77731.575,52332.9825,45942.36048,13575.3518667608,32.2531946656691,-0.680140205126118,27690.02,33324.7497,58841.8415,71593.05
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1979,41821.8,23997.9775,75155.8375,51157.86,43920.13473,13256.4721785815,23.3300193604894,-0.861493121999042,26218.515,31699.866,56065.614,69148.645
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1980,39144.45,22994.78,70973.1299999999,47978.3499999999,41153.07284,12288.3748691927,27.2686213109404,-1.24305307435219,24880.94,29994.2151,52155.4545,64658.945
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1981,46287.6,27517.265,83940.1975,56422.9325,48789.29695,14253.980351154,31.8744389956584,-0.822134688945489,30020.105,35818.1157,61800.6085,75955.095
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1982,38465.9,22235.985,69319.08,47083.095,40481.18098,12206.4488356949,29.064325160228,-0.793337356218153,24218.495,29249.9984,51862.5355,63530.92
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1983,36309.85,21336.4575,65257.315,43920.8575,38151.59344,11232.9942804544,31.7303025999653,-0.782882972273515,23281.975,27966.5666,48488.1145,58832.34
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1984,38503.9,22698.795,70079.8525,47381.0575,40583.56836,12122.1103092831,28.0504393439657,-0.79624747189963,24624.17,29804.3294,51315.914,63802.15
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1985,46709.25,27401.7925,82981.555,55579.7625,49485.07079,14655.8697834244,29.4468690616793,-0.887961148397359,30090.225,36071.731,64248.8735,77646.1399999999
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1986,55295.6,32152.2825,99702.1974999999,67549.9149999999,58410.05079,17824.8673378919,46.9936936472637,-1.37138398299609,34857.06,41650.9994,75640.0435,91520.63
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1987,39699.1,23704.555,71100.2625,47395.7075,41846.68388,12369.551621586,29.4629967756288,-0.623466805245181,25671.19,30486.5998,53487.252,66030.02
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1988,39355.85,23048.2525,71781.37,48733.1175,41498.97216,12573.8238933379,27.383786828163,-0.786557973910824,24811.515,30017.9497,52884.926,65972.86
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1989,34774.9,20276.2025,64163.26,43887.0575,36797.22567,11437.1126388613,28.1276279677362,-1.06970739945994,21923.245,26385.7813,47177.2435,58400.255
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1990,37986,22551.27,68992.6225,46441.3525,40169.7811,11946.9314126733,28.4751087905077,-1.18715658922989,24650.895,29366.7996,51194.33,63062.935
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1991,35629.05,20473.22,66510.0175,46036.7975,37655.72913,11678.8333705806,23.8126018076662,-0.990519062617902,22261.615,27257.2493,48015.626,60468.42
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1992,29969.7,16714.9375,55261.1,38546.1625,31533.47876,9993.9699276681,44.1669693104251,-0.878401365855434,18196.995,22283.7833,40739.023,50157.615
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1993,33703.7,19469.0875,61384.6525,41915.565,35564.52935,10710.2865517609,28.0098336604272,-0.917869993756598,21242.23,25966.1326,45282.097,55892.445
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1994,33098.55,19103.7825,59880.225,40776.4425,34901.91004,10583.4168878885,42.2555175890996,-0.820089828184849,20795.765,25259.4455,44726.7075,55005.82
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1995,37503.45,22331.4375,69301.9125,46970.475,39686.34134,11912.6885677075,29.2289325109306,-0.808988264220723,24191.705,29021.4326,50716.33,63049.355
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1996,33217.8,19208.9825,59959.4025,40750.42,34938.18088,10542.5139328031,34.2776614808381,-0.799525149314546,20979.255,25296.7151,44651.717,54727.7
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1997,25791.15,14351.4375,48441.3125,34089.875,27196.01186,8606.57005756664,32.2537007296334,-0.708928933933038,15712.895,19302.5992,34637.1435,43865.735
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1998,37349.35,21963.375,69225.04,47261.665,39769.33012,12251.6173198785,29.9758499282564,-1.19594126648262,24121.095,28852.3825,50957.964,62930.395
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",1999,30220.65,17570.6825,55722.035,38151.3525,31938.86517,9773.00766151665,28.3427370415016,-1.36344376086418,19207.71,23027.9817,40994.596,50762.405
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2000,37010.4,22260.0875,67545.36,45285.2725,39257.98837,11672.5014027636,37.8982576014229,-1.08968039278225,24204.165,28564.5988,50455.3155,61530.065
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2001,33454.2,19736.265,60137.35,40401.085,35283.34595,10349.1767071388,28.6015288646619,-0.916627490225794,21648.815,25820.9994,44978.7035,55355.03
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2002,34734.5,20437.5825,62454.9725,42017.39,36716.87598,10780.9493370179,33.0574410605293,-0.603840832914388,22514.605,27006.0817,46925.3475,57248.845
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2003,33987.85,19957.005,60758.7,40801.695,35791.13613,10525.0777643896,39.4129291056211,-1.18950021823,21581.62,26184.1833,45661.421,55729.085
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2004,32681.4,19410.23,59007.18,39596.95,34539.36946,10198.1636309978,29.832321477262,-0.815638924310896,21095.7,25312.4489,44281.1145,53731.305
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2005,33087.55,19370.485,59004.41,39633.925,34807.59458,10155.4390621255,34.8115370400053,-1.22446096441475,21131.66,25644.7328,44194.1485,54027.045
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2006,41377.85,24415.655,76216.3975,51800.7425,43668.85811,13375.4780480248,44.0139995405694,-0.70039671358878,26219.7,31254.8656,56025.389,68782.34
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2007,36232.35,21058.475,65483.475,44425,38133.41204,11457.3895700819,39.274639119097,-0.979045722101424,23009.27,27674.5328,48811.329,59205.34
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2008,31913.9,18871.285,59305.0875,40433.8025,33826.39192,10223.0305384447,33.814515559005,-0.914950193851481,20467.82,24454.4666,43414.3745,53783.365
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2009,33698.85,19919.6675,61071.335,41151.6675,35566.49904,10666.2167699624,32.7658723454775,-0.877942915966427,21593.35,25805.5827,45656.4485,55516.545
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2010,35902.8,21429.61,64783.88,43354.27,38038.64703,11442.3509729296,51.5769026191601,-0.948149801076284,23077.975,27523.4658,48769.1795,59671.475
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2011,29487.4,16728.1425,53787.205,37059.0625,31116.256233,9471.47109974777,38.920803475179,-1.18329008857755,18373.665,22451.1161,40141.6415,49145.075
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2012,33076.45,19628.725,59979.47,40350.745,34910.19008,10383.4292552202,34.7236409459966,-0.80745247514474,21171.965,25330.3833,44860.631,54612.9
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2013,29030.8,16652.315,53009.585,36357.27,30620.81379,9250.72144891637,33.0594215959356,-1.15196884202871,18274.855,22052.7988,39463.199,48315.075
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2014,37435.75,21569.09,68452.575,46883.485,39568.117,12227.3558393382,40.8818169189046,-0.685102632981872,23584.02,28254.7994,50964.8835,62687.86
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2015,25587.8,15044.325,46182.2,31137.875,26886.620776,8031.33427372946,35.1044406081185,-0.810615961186579,16324.555,19492.499,34388.9485,42431.475
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2016,25525.85,14874.785,46004.9775,31130.1925,26842.117323,7889.97759953619,32.4782295047066,-0.684910254281219,16314.235,19680.633,34102.122,42073.25
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2017,26924.8,15444.69,49813.64,34368.95,28500.35571,8923.05399866827,33.2619323926397,-1.01091919282284,16814.87,20324.599,37073.261,45451.945
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2018,23005.75,13102.7875,41911.7825,28808.995,24185.297883,7438.2029789523,42.7207330818716,-0.918510632741928,14347.99,17281.2324,31074.9405,38477.825
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2019,26482.25,15298.51,47561.9675,32263.4575,27875.360609,8384.28033770495,32.6537061855531,-1.11839817302521,16635.27,20016.133,35812.199,43683.96
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2020,22916,13249.63,42846.4425,29596.8125,24243.548641,7500.28921827419,37.4329413263481,-0.904149861711082,14415.46,17419.8324,31065.4765,38556.205
"StratumIndex","US-CA-BCR-32","USA","CA",32,"Coastal California",2021,23698.2,13164.165,42519.7225,29355.5575,24824.227183,7584.24560995056,53.9280318868448,-1.13127861310173,14405.12,17709.7497,32172.776,39064.17
"StratumIndex","US-CO-BCR-16","USA","CO",16,"Southern Rockies And Colorado Plateau",1966,501515.5,251419.5,909894.275,658474.775,524084.1798,172447.675967652,45.9298119424445,-0.687372437501862,278994.05,356405.654,691285.745,837151.75
"StratumIndex","US-CO-BCR-16","USA","CO",16,"Southern Rockies And Colorado Plateau",1967,569016.5,299403.975,1029804,730400.024999999,595598.219,190139.263916378,40.5516430377345,-0.598898437612726,333058.85,416061.972,777012.75,943846.7
"StratumIndex","US-CO-BCR-16","USA","CO",16,"Southern Rockies And Colorado Plateau",1968,634138,342140.225,1115262.75,773122.525,657911.7264,202851.638288246,46.1635001978521,-0.638251025251007,374953.85,465200.491,851530.78,1023520.5
"StratumIndex","US-CO-BCR-16","USA","CO",16,"Southern Rockies And Colorado Plateau",1969,678495,370949.85,1179411.5,808461.65,703561.4818,212938.318744113,39.3885198083238,-0.581575820208355,408998,498487.332,909155.22,1088501
"StratumIndex","US-CO-BCR-16","USA","CO",16,"Southern Rockies And Colorado Plateau",1970,561190,302067.45,983601.375,681533.925,580176.6391,177138.616778988,35.3387606606525,-0.62553667290766,332242.25,409836.318,746725.005,900154.85
"StratumIndex","US-CO-BCR-16","USA","CO",16,"Southern Rockies And Colorado Plateau",1971,513515,270807.3,907710.4,636903.1,532616.2562,164655.391658842,47.9171730505462,-0.558456179498361,302252.95,373784.833,689726.97,832540.65
"StratumIndex","US-CO-BCR-16","USA","CO",16,"Southern Rockies And Colorado Plateau",1972,548001,294732.825,957951.575,663218.75,569324.3027,173104.182412684,33.3877588800411,-0.696877470884543,326686.6,402046.994,732612.53,886987.45
"StratumIndex","US-CO-BCR-16","USA","CO",16,"Southern Rockies And Colorado Plateau",1973,594860,322190.125,1043760.75,721570.625,617541.1557,187632.294694503,36.4182948105418,-0.88772594260093,357564.9,435710.481,794765.815,949658.15
"StratumIndex","US-CO-BCR-16","USA","CO",16,"Southern Rockies And Colorado Plateau",1974,574996.5,312618.725,1001069.25,688450.525,594711.4035,178995.044088666,32.2887347952223,-0.555633850762626,344618.2,420289.157,763515.92,923725.95
